game,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
ESPORTSTMNT01/1886602,79,876,236,51,201,14,2,13,18,89,0
ESPORTSTMNT01/1886615,14,876,18,202,71,98,64,268,51,412,1
ESPORTSTMNT01/1896284,41,876,13,81,71,266,77,69,18,12,1
ESPORTSTMNT01/1896297,41,2,61,145,71,150,104,134,498,412,1
ESPORTSTMNT01/1886629,516,76,236,202,71,14,120,142,145,12,1
ESPORTSTMNT01/1886639,236,77,14,51,43,150,876,112,235,223,0
ESPORTSTMNT01/1896339,516,77,42,145,12,266,36,268,498,71,0
ESPORTSTMNT01/1896341,266,876,236,222,117,14,56,61,51,432,0
ESPORTSTMNT01/1896349,41,120,61,222,412,150,121,4,145,12,1
ESPORTSTMNT02/1730841,24,77,61,51,25,164,120,268,222,412,0
ESPORTSTMNT02/1730850,98,120,268,145,89,41,77,134,18,117,0
ESPORTSTMNT02/1730851,41,77,61,51,25,266,120,112,222,412,0
7151-9841,266,876,3,145,89,85,120,4,18,12,1
7151-9842,39,120,112,18,12,150,876,236,145,111,1
ESPORTSTMNT01/1886731,150,120,112,222,71,117,104,268,145,79,1
7152-9843,266,104,61,145,12,164,2,268,135,71,1
ESPORTSTMNT01/1886743,14,104,70,498,79,58,120,268,145,497,0
7152-9844,150,77,70,498,497,62,120,142,18,3,1
7335-9845,41,77,142,18,89,150,120,7,145,12,1
ESPORTSTMNT01/1886762,150,2,134,145,71,85,76,266,222,412,1
7152-9846,126,77,518,18,12,58,876,236,81,89,1
7155-9847,58,163,142,523,412,106,77,70,145,111,1
7335-9848,39,120,13,222,412,24,77,142,110,12,0
7155-9849,58,163,142,498,12,106,77,268,18,111,0
7335-9850,14,120,268,222,412,41,876,142,110,12,0
7154-9852,126,77,268,523,79,150,104,61,119,12,1
7336-9851,14,120,61,498,12,126,2,142,429,111,0
ESPORTSTMNT01/1886793,164,77,112,110,12,79,76,875,429,412,0
7155-9853,14,77,142,135,12,41,876,875,145,79,0
7154-9854,58,77,112,15,12,126,120,268,523,412,0
7336-9855,150,876,268,145,12,126,77,61,498,89,1
7154-9856,14,876,268,523,412,150,120,142,145,12,1
ESPORTSTMNT05/1870202,79,120,61,498,497,58,2,268,18,71,0
ESPORTSTMNT05/1870216,266,141,3,429,71,39,876,18,21,78,1
ESPORTSTMNT05/1870222,58,76,39,21,12,164,163,126,18,201,1
ESPORTSTMNT04/1600286,58,77,112,18,12,41,120,13,145,111,1
ESPORTSTMNT02/1730964,62,77,13,145,3,150,876,134,498,497,0
ESPORTSTMNT01/1886833,126,876,13,498,12,150,2,134,145,71,0
ESPORTSTMNT01/1896525,14,120,13,96,117,164,2,268,235,43,1
ESPORTSTMNT04/1600290,266,120,61,429,79,126,2,13,145,12,0
ESPORTSTMNT05/1870232,150,77,268,51,25,43,2,61,145,71,0
ESPORTSTMNT01/1896561,79,120,268,119,40,164,2,3,18,111,1
ESPORTSTMNT04/1600295,48,76,103,222,412,14,2,268,81,497,1
ESPORTSTMNT01/1886841,150,876,245,18,12,62,2,268,145,71,0
ESPORTSTMNT02/1730981,6,59,245,145,3,266,77,42,119,111,1
ESPORTSTMNT04/1600300,266,77,61,202,412,14,72,126,70,111,0
ESPORTSTMNT01/1886844,126,876,4,145,71,150,2,7,18,40,0
ESPORTSTMNT04/1610361,516,72,70,51,201,114,77,268,202,111,0
ESPORTSTMNT01/1896574,150,120,268,222,71,164,876,45,51,25,0
ESPORTSTMNT02/1731011,150,77,61,119,71,164,876,236,498,40,0
ESPORTSTMNT01/1896588,150,120,42,70,71,79,104,517,235,223,0
ESPORTSTMNT01/1896601,58,2,112,18,71,875,120,42,498,12,1
ESPORTSTMNT01/1896602,875,876,112,51,25,14,120,61,429,71,1
ESPORTSTMNT02/1731033,14,48,42,235,3,875,876,13,429,412,0
ESPORTSTMNT01/1896608,236,2,134,235,223,41,120,61,145,71,0
ESPORTSTMNT04/1600307,2,77,268,222,412,126,876,236,145,12,0
ESPORTSTMNT02/1731066,85,120,61,51,3,516,876,777,498,412,0
ESPORTSTMNT01/1896616,14,120,268,145,89,79,77,42,498,497,0
ESPORTSTMNT01/1896620,14,104,112,145,497,150,120,134,498,12,1
ESPORTSTMNT01/1896625,266,120,245,18,12,39,104,134,236,79,1
ESPORTSTMNT02/1721141,517,36,134,222,71,150,2,268,145,12,1
ESPORTSTMNT02/1721164,79,2,61,135,12,266,876,112,145,3,0
ESPORTSTMNT01/1896634,266,120,61,498,71,164,76,268,15,12,0
ESPORTSTMNT01/1896638,6,427,61,145,111,41,77,134,18,412,1
ESPORTSTMNT02/1721178,126,120,134,498,497,150,104,142,145,71,1
ESPORTSTMNT02/1721183,150,2,70,18,71,41,876,112,222,497,0
ESPORTSTMNT02/1721187,8,72,70,498,201,41,120,61,145,71,1
ESPORTSTMNT02/1721190,117,2,61,222,412,58,120,13,145,111,1
ESPORTSTMNT02/1721192,164,876,13,145,12,92,104,134,498,71,0
7156-9857,14,76,126,145,875,58,120,61,235,223,1
ESPORTSTMNT02/1731139,6,2,112,145,412,150,120,4,51,71,0
7156-9858,58,30,134,235,223,150,2,245,145,79,0
ESPORTSTMNT02/1731149,114,876,777,498,412,14,28,56,81,71,1
ESPORTSTMNT01/1896716,150,120,61,222,3,164,36,70,145,89,0
7158-9859,14,120,68,18,79,58,2,61,145,3,1
7157-9860,14,77,134,235,223,67,120,112,18,12,0
7158-9861,58,163,777,145,79,78,876,84,135,71,1
7337-9862,150,120,61,498,89,58,77,112,145,3,0
7157-9863,164,2,3,145,497,114,77,61,135,12,0
ESPORTSTMNT01/1896753,14,104,61,18,71,24,76,134,145,12,0
7158-9865,8,120,13,235,875,266,76,56,145,71,1
7337-9864,150,120,134,498,71,39,876,56,145,3,0
ESPORTSTMNT01/1896801,14,203,112,81,71,875,76,268,145,12,0
7338-9868,62,876,875,18,12,150,77,4,145,111,0
7338-9869,62,876,268,429,12,150,120,38,145,875,1
ESPORTSTMNT01/1896808,14,104,70,81,12,150,36,61,145,497,0
7338-9870,126,876,56,145,497,54,120,117,235,223,0
ESPORTSTMNT05/1860165,266,120,61,498,71,106,77,103,145,12,0
ESPORTSTMNT05/1860176,150,120,42,51,25,58,77,268,145,43,0
ESPORTSTMNT05/1860184,58,30,236,18,12,126,203,142,498,71,0
ESPORTSTMNT05/1870296,150,120,70,498,12,58,77,61,145,497,1
ESPORTSTMNT05/1860215,39,77,112,135,412,14,59,134,18,111,0
ESPORTSTMNT05/1860221,150,120,4,145,497,41,876,517,498,71,1
ESPORTSTMNT01/1896881,516,120,268,145,89,14,36,61,498,70,0
ESPORTSTMNT01/1896882,6,76,266,15,89,98,120,61,145,12,0
ESPORTSTMNT02/1721407,164,120,134,145,71,39,76,236,18,111,1
ESPORTSTMNT01/1896895,41,120,43,498,201,150,76,7,145,111,1
ESPORTSTMNT02/1721438,266,120,245,498,71,14,876,112,18,12,0
ESPORTSTMNT02/1731453,58,76,45,18,71,41,72,268,429,412,0
7161-9873,266,76,142,498,412,14,120,7,18,3,1
ESPORTSTMNT01/1887149,164,77,268,81,43,79,120,70,235,111,1
7161-9874,58,77,7,523,3,266,120,142,18,89,0
7339-9875,14,77,112,145,111,31,120,61,222,412,1
7339-9876,126,76,39,18,111,62,120,4,145,12,1
7162-9878,150,120,142,498,79,62,163,236,18,12,1
ESPORTSTMNT01/1887197,150,120,70,145,89,164,77,268,523,3,0
ESPORTSTMNT01/1887198,79,120,61,145,3,266,72,70,18,111,1
7162-9882,875,120,134,18,12,14,2,7,145,79,0
ESPORTSTMNT01/1887206,150,2,70,18,12,126,104,134,235,223,0
7165-9884,106,77,70,523,412,266,876,777,18,12,0
7162-9883,266,120,134,18,12,14,2,112,145,79,0
ESPORTSTMNT05/1870344,58,120,61,498,111,114,77,268,523,412,1
7165-9885,266,77,7,135,111,41,120,142,18,12,0
7341-9886,14,77,112,18,111,126,76,61,119,412,1
7164-9887,79,2,4,145,12,62,120,142,18,71,0
ESPORTSTMNT01/1887241,85,120,56,110,12,79,77,134,145,89,1
ESPORTSTMNT05/1870346,14,77,134,18,111,79,421,3,145,89,1
7341-9888,41,2,61,67,12,14,77,268,18,71,1
7164-9889,14,104,142,18,12,266,876,126,145,111,1
ESPORTSTMNT05/1870348,79,77,777,145,89,150,120,268,18,201,1
ESPORTSTMNT05/1870353,75,2,13,523,412,62,104,69,145,53,0
7341-9890,516,2,142,523,412,875,77,134,18,12,1
ESPORTSTMNT02/1721623,58,76,134,523,412,41,120,61,202,111,0
ESPORTSTMNT05/1870379,14,79,42,18,71,875,876,134,235,111,0
ESPORTSTMNT02/1731629,266,876,134,202,43,79,77,4,51,71,1
ESPORTSTMNT02/1721669,79,876,18,235,223,516,77,134,498,68,0
ESPORTSTMNT02/1731645,31,120,268,81,3,79,104,42,51,89,0
ESPORTSTMNT05/1870393,58,77,70,145,71,150,120,13,18,12,1
ESPORTSTMNT02/1721682,114,72,61,145,12,164,120,134,202,79,0
ESPORTSTMNT02/1731665,150,120,42,18,71,59,79,69,67,3,1
ESPORTSTMNT05/1870396,79,876,236,498,497,14,421,134,145,45,0
ESPORTSTMNT02/1721696,150,77,517,429,71,41,120,268,202,111,0
ESPORTSTMNT02/1731683,14,120,61,145,12,150,59,70,498,3,0
ESPORTSTMNT02/1721715,164,876,3,145,12,79,104,268,202,71,0
ESPORTSTMNT02/1721759,14,77,134,145,79,58,76,61,18,71,1
ESPORTSTMNT02/1721838,518,120,58,498,3,150,2,103,18,89,1
ESPORTSTMNT02/1721900,14,876,112,18,89,240,120,134,498,12,1
7166-9891,43,876,236,135,71,150,120,268,235,223,0
7166-9893,516,77,246,135,71,875,876,142,145,12,0
7342-9892,516,120,61,498,497,14,77,7,145,12,0
ESPORTSTMNT02/1722015,126,120,268,523,412,150,104,142,498,71,0
7342-9894,14,77,134,145,12,150,76,3,18,89,0
7167-9895,79,203,142,523,412,114,76,56,145,71,1
ESPORTSTMNT02/1722016,56,104,68,222,412,150,120,61,145,71,1
7167-9896,236,77,61,145,12,126,876,112,18,71,1
ESPORTSTMNT01/1887365,58,77,61,498,79,150,120,4,145,71,0
7343-9899,164,79,268,145,71,62,77,112,222,412,1
7167-9900,150,30,875,145,71,18,876,56,498,12,0
ESPORTSTMNT02/1722025,14,2,268,498,412,150,77,13,145,71,1
7343-9902,150,120,13,222,412,164,77,268,429,59,0
ESPORTSTMNT05/1870401,266,120,134,67,43,58,104,142,145,71,0
ESPORTSTMNT01/1887400,14,120,142,145,79,150,876,268,523,89,0
7169-9904,150,120,61,18,497,85,36,268,523,412,0
7344-9905,14,120,268,145,89,875,77,4,18,12,1
ESPORTSTMNT05/1870402,43,120,7,429,71,150,77,268,22,201,0
7169-9907,58,76,268,145,57,126,120,61,135,3,0
7344-9908,79,77,58,145,89,31,120,112,18,12,1
ESPORTSTMNT02/1722042,31,30,777,110,412,79,77,92,498,70,1
ESPORTSTMNT01/1887455,266,76,58,523,71,68,120,134,145,79,1
7169-9909,164,2,134,18,497,114,30,61,135,71,0
ESPORTSTMNT04/1600498,266,77,131,222,26,31,876,777,51,43,0
ESPORTSTMNT05/1870405,150,120,161,222,412,62,2,70,202,111,0
ESPORTSTMNT04/1600499,150,120,134,81,3,54,77,142,145,89,1
ESPORTSTMNT02/1732099,54,77,61,222,412,150,2,268,145,875,1
ESPORTSTMNT02/1722064,14,876,18,51,111,150,72,3,202,89,0
ESPORTSTMNT05/1860309,56,876,134,145,71,150,421,268,18,201,1
ESPORTSTMNT02/1732124,126,72,268,145,875,150,56,42,498,412,1
ESPORTSTMNT05/1870415,150,72,7,498,12,14,120,142,145,71,0
ESPORTSTMNT02/1732134,126,77,142,145,12,164,876,4,523,201,1
ESPORTSTMNT05/1860324,56,30,103,18,71,150,876,70,145,111,1
ESPORTSTMNT02/1732142,164,64,90,145,12,266,72,69,498,3,0
ESPORTSTMNT02/1732182,516,120,134,145,71,236,30,56,498,89,0
ESPORTSTMNT05/1860341,79,72,517,18,111,56,54,246,523,412,0
ESPORTSTMNT02/1732224,150,77,517,51,412,62,120,112,429,71,1
ESPORTSTMNT02/1732251,54,120,61,498,111,150,77,112,21,71,1
ESPORTSTMNT05/1860348,150,104,61,235,31,56,79,236,523,412,0
ESPORTSTMNT02/1732271,41,2,18,498,497,117,77,236,51,412,1
ESPORTSTMNT02/1732294,164,77,61,498,412,79,2,268,18,111,1
ESPORTSTMNT02/1732315,150,2,134,18,89,41,77,268,498,12,1
ESPORTSTMNT02/1732331,150,120,13,202,71,39,76,58,135,111,0
ESPORTSTMNT02/1722270,150,120,112,67,12,58,77,42,81,71,0
7171-9910,41,876,3,145,497,68,163,58,135,71,0
7171-9911,41,120,134,21,70,150,104,13,523,412,1
ESPORTSTMNT02/1722354,14,120,134,18,12,58,76,3,135,79,1
7172-9912,266,120,163,498,12,150,77,112,18,79,1
7173-9913,164,120,268,498,12,58,76,112,18,89,0
7173-9914,114,2,4,18,3,164,120,268,67,12,1
ESPORTSTMNT02/1722385,114,77,134,145,53,126,2,61,222,412,0
7172-9915,13,77,61,81,497,39,120,112,18,12,1
7345-9916,126,77,61,222,71,62,2,112,67,79,0
7173-9917,164,141,3,145,875,114,30,236,18,89,1
7345-9918,58,141,268,145,79,150,36,61,498,71,0
7345-9919,516,2,61,523,412,58,30,268,222,79,0
ESPORTSTMNT02/1722426,106,77,112,145,71,67,120,14,18,12,1
7175-9921,150,120,268,145,79,126,77,142,523,12,0
ESPORTSTMNT02/1722439,516,876,58,110,53,106,77,134,429,412,1
7175-9924,14,77,61,18,12,150,30,56,145,71,1
ESPORTSTMNT02/1722506,6,72,61,18,111,150,120,268,498,497,0
ESPORTSTMNT02/1722521,106,77,134,18,12,58,876,236,145,111,0
ESPORTSTMNT02/1722566,150,876,517,18,111,41,72,134,145,12,0
ESPORTSTMNT02/1722592,14,77,134,81,201,875,876,236,222,412,0
ESPORTSTMNT02/1722673,150,79,517,498,497,126,104,61,70,12,0
ESPORTSTMNT02/1722706,79,2,112,145,71,58,120,13,202,12,1
ESPORTSTMNT02/1722733,150,876,268,145,71,126,77,13,498,497,0
ESPORTSTMNT02/1722740,266,876,142,145,111,516,203,13,18,12,0
ESPORTSTMNT02/1722748,41,2,134,145,12,150,876,112,18,111,0
ESPORTSTMNT02/1722819,39,876,14,15,432,58,59,517,523,412,1
ESPORTSTMNT02/1722846,106,120,70,18,497,67,77,142,145,12,0
ESPORTSTMNT02/1722861,58,77,112,145,89,79,120,142,498,497,0
ESPORTSTMNT02/1722901,14,120,103,145,12,150,36,61,523,44,0
ESPORTSTMNT02/1722909,79,77,134,81,12,266,120,61,135,71,1
ESPORTSTMNT02/1722948,14,76,875,18,71,266,421,42,145,79,1
ESPORTSTMNT02/1732948,150,120,4,498,71,14,77,268,145,111,1
ESPORTSTMNT02/1732963,150,77,13,110,497,58,876,69,145,12,1
ESPORTSTMNT02/1722995,517,120,43,145,89,150,77,70,18,201,1
ESPORTSTMNT02/1732970,14,120,134,498,71,117,2,268,145,111,0
ESPORTSTMNT01/1887510,150,30,56,145,89,79,104,58,235,43,0
ESPORTSTMNT02/1732980,150,104,268,70,89,14,77,134,18,201,1
ESPORTSTMNT02/1732984,150,104,70,81,71,517,2,246,498,12,1
ESPORTSTMNT01/1887512,150,104,115,18,71,126,120,61,22,70,0
ESPORTSTMNT02/1723052,41,77,103,18,12,85,120,43,67,201,0
ESPORTSTMNT02/1733023,266,121,70,498,111,6,79,246,18,12,0
ESPORTSTMNT02/1733033,150,876,61,18,71,39,72,268,145,3,1
ESPORTSTMNT02/1723092,43,77,103,498,201,150,120,777,145,111,1
ESPORTSTMNT02/1733048,39,77,13,498,111,14,120,69,523,412,1
ESPORTSTMNT01/1887514,150,36,56,145,70,79,120,112,119,111,0
ESPORTSTMNT02/1733052,517,120,13,429,71,150,77,69,498,12,1
ESPORTSTMNT02/1733073,41,77,268,18,12,6,120,134,145,111,1
ESPORTSTMNT02/1723129,150,120,246,50,111,266,77,103,145,497,1
ESPORTSTMNT01/1887515,150,104,4,498,71,14,2,268,145,70,1
ESPORTSTMNT02/1733146,150,120,61,145,111,164,104,268,429,89,0
ESPORTSTMNT02/1733190,517,120,134,523,412,31,77,245,145,111,0
ESPORTSTMNT02/1733204,39,76,4,18,111,150,876,246,523,89,1
ESPORTSTMNT02/1723238,39,876,4,18,12,150,77,517,145,111,0
ESPORTSTMNT02/1723258,14,2,70,498,497,58,120,13,145,875,1
ESPORTSTMNT02/1723352,164,59,115,202,12,58,2,142,523,79,1
ESPORTSTMNT02/1723356,516,36,112,145,70,150,77,777,18,71,0
7347-9927,150,120,268,145,111,14,876,18,222,412,1
7347-9928,150,120,13,18,497,126,77,112,145,89,1
7347-9929,266,120,70,523,412,14,876,18,145,79,1
7348-9930,14,876,142,145,875,58,76,56,523,12,1
7348-9931,133,77,61,523,412,58,2,70,22,43,0
ESPORTSTMNT02/1733430,150,120,61,18,111,517,2,103,498,12,0
ESPORTSTMNT05/1860520,150,876,18,22,70,14,36,61,498,71,0
ESPORTSTMNT02/1723504,14,72,61,18,111,266,876,126,498,12,0
ESPORTSTMNT05/1860532,41,876,112,145,71,150,76,134,429,12,0
ESPORTSTMNT02/1733521,41,120,61,18,89,150,2,112,145,875,0
ESPORTSTMNT05/1860562,266,76,18,70,12,150,72,61,498,71,1
ESPORTSTMNT02/1733569,266,72,8,70,12,150,77,13,145,111,0
ESPORTSTMNT02/1723568,14,104,245,222,89,114,876,134,523,201,1
ESPORTSTMNT05/1860580,62,120,134,145,79,150,77,112,429,71,1
ESPORTSTMNT05/1870664,31,2,134,498,412,58,876,61,18,43,0
ESPORTSTMNT05/1870666,150,36,69,498,412,79,876,18,202,432,1
ESPORTSTMNT02/1733619,114,104,134,145,111,122,76,266,429,412,1
ESPORTSTMNT02/1723606,516,120,142,110,111,58,113,39,523,412,1
ESPORTSTMNT05/1870667,150,30,18,145,412,14,876,13,51,432,0
ESPORTSTMNT02/1723638,6,876,18,134,12,58,59,245,498,71,1
ESPORTSTMNT02/1723643,43,77,13,498,497,150,120,61,81,71,0
ESPORTSTMNT02/1733651,114,76,142,145,71,164,876,245,498,3,1
ESPORTSTMNT02/1723696,79,876,236,523,412,58,163,875,145,111,1
ESPORTSTMNT02/1723705,14,64,61,523,412,164,59,268,145,111,1
ESPORTSTMNT02/1723708,43,77,134,202,12,150,120,4,145,71,1
ESPORTSTMNT02/1723769,117,2,61,498,71,150,77,134,145,111,0
ESPORTSTMNT02/1723779,82,2,112,18,79,266,36,245,67,71,0
ESPORTSTMNT02/1723784,117,120,517,498,497,150,77,112,145,12,1
ESPORTSTMNT02/1733774,31,77,61,222,412,14,876,142,145,89,0
ESPORTSTMNT02/1733852,14,120,112,18,71,31,77,134,145,875,0
7349-9932,41,2,61,18,12,150,77,142,145,111,0
ESPORTSTMNT02/1733887,31,77,268,222,412,14,876,112,145,79,0
7349-9933,150,2,70,18,12,517,77,61,236,79,0
ESPORTSTMNT02/1733942,14,76,61,235,223,79,2,134,145,497,0
7350-9934,114,77,13,523,12,164,876,142,18,71,1
ESPORTSTMNT01/1887595,58,120,268,145,89,150,2,134,18,3,0
7350-9935,266,77,268,523,12,164,876,517,18,71,0
ESPORTSTMNT02/1733971,266,64,61,523,412,14,76,236,110,89,1
7350-9936,58,77,134,222,79,150,2,61,18,12,0
ESPORTSTMNT05/1860602,39,141,134,18,71,150,876,777,119,89,1
ESPORTSTMNT05/1860625,58,876,61,18,201,76,150,238,145,12,0
ESPORTSTMNT05/1860644,79,2,134,498,497,58,76,56,18,71,1
ESPORTSTMNT05/1870712,150,120,112,81,89,58,876,61,18,111,0
ESPORTSTMNT05/1860669,98,120,67,145,201,266,77,4,236,12,1
ESPORTSTMNT05/1870736,150,876,61,18,3,14,30,236,498,12,0
ESPORTSTMNT05/1870756,266,120,112,81,89,150,876,61,18,3,1
ESPORTSTMNT02/1734072,79,104,70,15,12,58,2,13,18,71,0
ESPORTSTMNT02/1734089,14,120,61,135,12,43,2,112,145,3,0
ESPORTSTMNT05/1870759,150,104,61,498,497,126,56,112,429,71,1
ESPORTSTMNT02/1734110,516,876,236,18,71,58,77,134,429,412,1
ESPORTSTMNT02/1734115,24,163,236,145,89,106,30,18,81,12,0
ESPORTSTMNT02/1724137,14,876,236,135,71,164,56,13,81,3,1
ESPORTSTMNT02/1734205,14,104,70,18,71,150,120,4,145,111,0
ESPORTSTMNT02/1734229,126,77,61,18,71,150,120,142,145,79,1
ESPORTSTMNT02/1734246,164,104,517,18,71,266,120,61,145,12,0
ESPORTSTMNT02/1734320,79,2,70,145,3,266,120,134,18,12,1
ESPORTSTMNT02/1734393,41,30,56,202,432,14,876,43,498,497,1
ESPORTSTMNT02/1734394,79,104,70,18,497,68,120,45,145,71,0
7351-9937,126,77,134,18,12,54,2,61,145,111,0
ESPORTSTMNT01/1897330,117,2,61,523,412,150,77,142,18,875,0
ESPORTSTMNT02/1734439,150,77,142,498,111,126,876,112,145,12,0
ESPORTSTMNT02/1734441,14,2,142,145,70,150,102,61,498,12,0
7351-9938,875,77,70,222,12,14,876,517,18,71,1
7352-9939,56,120,142,222,71,516,77,61,523,12,0
ESPORTSTMNT02/1734480,150,120,134,145,12,58,76,142,498,89,1
ESPORTSTMNT01/1897341,106,77,268,222,12,164,876,61,145,3,0
ESPORTSTMNT05/1860718,516,141,268,429,71,14,876,236,18,78,0
ESPORTSTMNT02/1734498,39,120,134,18,497,150,77,13,145,875,0
7352-9940,31,2,61,222,412,875,77,142,51,432,1
ESPORTSTMNT05/1860721,58,120,164,145,497,875,876,56,81,518,1
ESPORTSTMNT02/1734512,14,2,61,145,71,31,48,13,18,12,0
ESPORTSTMNT02/1734517,150,79,236,18,3,58,60,61,145,875,1
ESPORTSTMNT05/1860732,14,77,13,429,71,58,76,134,81,12,0
ESPORTSTMNT05/1860740,150,120,134,222,412,62,77,268,15,12,0
ESPORTSTMNT02/1734562,150,77,268,51,412,41,72,134,18,53,1
ESPORTSTMNT05/1860748,54,77,61,145,111,150,2,517,67,412,0
ESPORTSTMNT05/1860750,58,120,70,145,111,126,77,4,67,89,1
ESPORTSTMNT02/1734583,6,77,70,235,223,150,120,517,145,117,1
ESPORTSTMNT05/1860755,58,77,13,145,12,150,2,4,67,89,1
ESPORTSTMNT02/1734599,150,120,142,15,12,41,876,112,18,71,1
ESPORTSTMNT02/1734601,14,120,69,15,12,266,876,236,70,497,0
ESPORTSTMNT02/1734603,516,77,268,523,412,10,72,61,145,12,1
ESPORTSTMNT05/1860759,62,77,69,145,111,266,876,236,498,412,0
ESPORTSTMNT02/1734630,150,76,875,18,79,117,120,61,498,71,1
ESPORTSTMNT02/1734631,266,2,517,18,201,150,72,134,145,12,0
ESPORTSTMNT02/1724636,14,56,268,70,12,150,876,245,18,875,1
ESPORTSTMNT02/1724650,266,77,112,145,71,41,36,70,18,12,0
ESPORTSTMNT02/1724674,875,77,13,145,89,14,2,69,222,412,0
ESPORTSTMNT02/1724729,58,76,236,202,71,79,120,142,145,12,1
ESPORTSTMNT01/1897370,31,77,61,145,12,14,120,112,18,79,0
7353-9941,14,120,518,145,3,266,876,875,18,12,0
ESPORTSTMNT02/1724915,150,76,134,135,12,518,2,61,18,71,0
7353-9942,85,76,875,18,12,164,876,236,145,71,1
ESPORTSTMNT05/1860769,58,203,142,18,79,54,77,268,235,223,1
ESPORTSTMNT02/1724999,516,2,61,222,412,79,76,236,18,71,0
7354-9943,126,77,61,18,111,236,120,268,222,12,1
ESPORTSTMNT02/1734962,150,876,61,145,89,516,77,236,135,412,0
ESPORTSTMNT02/1725021,14,77,142,18,12,516,2,268,145,71,1
7354-9944,126,876,4,145,71,14,77,13,18,89,0
ESPORTSTMNT05/1860777,150,163,268,498,111,54,36,70,18,89,1
ESPORTSTMNT02/1734974,43,56,42,498,12,150,104,268,145,497,1
ESPORTSTMNT05/1860782,62,163,56,222,412,54,30,236,202,53,0
ESPORTSTMNT02/1734997,266,120,4,81,3,6,876,517,498,412,1
ESPORTSTMNT05/1860794,150,77,61,145,70,126,120,4,67,89,0
ESPORTSTMNT02/1725099,6,2,90,145,70,58,876,236,119,875,0
ESPORTSTMNT02/1725112,516,79,69,51,412,164,876,34,498,71,1
ESPORTSTMNT02/1725126,13,120,777,81,79,41,30,56,498,12,1
ESPORTSTMNT02/1725136,41,76,134,235,223,14,141,161,145,71,1
ESPORTSTMNT02/1725148,58,28,236,145,12,150,79,157,523,412,0
ESPORTSTMNT02/1735055,58,77,268,21,70,150,120,61,202,412,1
ESPORTSTMNT02/1735068,68,77,236,523,412,41,76,103,18,111,1
ESPORTSTMNT02/1735084,164,120,70,18,111,266,76,517,81,89,0
ESPORTSTMNT02/1735086,150,77,112,18,3,164,421,13,145,12,0
ESPORTSTMNT02/1735103,150,77,4,15,89,79,2,70,498,111,0
ESPORTSTMNT02/1735111,58,60,112,202,412,150,64,142,222,223,1
ESPORTSTMNT02/1735176,58,2,70,498,497,79,120,26,145,89,1
ESPORTSTMNT02/1735182,150,120,26,498,79,517,203,134,18,71,0
7355-9945,79,120,268,145,71,58,77,112,235,223,0
ESPORTSTMNT02/1735199,79,120,112,145,57,266,77,4,18,12,0
7355-9946,58,77,112,18,71,150,163,142,145,12,1
ESPORTSTMNT05/1860823,150,72,61,145,71,79,64,134,222,412,1
7356-9947,58,876,236,18,71,126,120,70,222,12,1
ESPORTSTMNT02/1735242,14,120,112,498,12,875,76,142,145,71,0
ESPORTSTMNT05/1860826,117,120,61,498,12,150,79,157,145,71,1
7356-9948,164,2,4,222,71,150,104,268,18,12,0
ESPORTSTMNT05/1860828,43,2,134,222,412,150,76,3,18,53,1
ESPORTSTMNT02/1735257,150,77,70,523,223,517,120,26,145,12,0
ESPORTSTMNT05/1860829,126,120,4,119,71,150,48,517,145,412,0
ESPORTSTMNT02/1735266,150,154,134,135,3,266,876,517,18,89,0
ESPORTSTMNT02/1735273,14,876,61,222,201,92,141,142,51,111,1
ESPORTSTMNT05/1860847,62,30,56,51,43,266,28,67,135,71,0
ESPORTSTMNT05/1860864,62,120,112,145,111,429,56,55,202,89,0
ESPORTSTMNT02/1735317,14,120,13,18,111,150,77,268,70,12,1
ESPORTSTMNT02/1735335,85,77,236,202,12,58,30,517,51,71,0
ESPORTSTMNT02/1735336,14,77,61,523,412,41,120,268,145,111,1
ESPORTSTMNT02/1735340,126,30,58,145,111,150,120,268,222,412,0
ESPORTSTMNT02/1735347,43,104,777,70,12,126,77,61,429,71,0
ESPORTSTMNT02/1735353,79,77,18,222,89,41,120,112,145,12,0
ESPORTSTMNT02/1725488,58,876,777,81,89,41,76,61,235,875,0
ESPORTSTMNT02/1735357,126,876,4,18,3,79,141,13,236,12,0
ESPORTSTMNT02/1735364,266,120,61,145,12,150,2,268,74,89,1
ESPORTSTMNT02/1725497,266,77,268,222,412,14,2,61,235,223,1
ESPORTSTMNT02/1725516,31,77,134,235,223,875,876,18,81,43,1
ESPORTSTMNT02/1725524,14,120,13,235,223,240,77,112,145,497,0
ESPORTSTMNT02/1735460,875,120,134,145,71,164,77,3,18,79,0
ESPORTSTMNT02/1735480,150,77,134,18,12,14,76,142,145,79,0
7357-9949,31,77,268,145,497,18,120,4,498,12,1
ESPORTSTMNT02/1735489,106,421,142,429,53,79,120,4,222,412,1
7357-9950,126,77,7,145,79,236,120,112,498,12,1
ESPORTSTMNT02/1735520,106,2,70,222,12,14,421,42,145,71,1
ESPORTSTMNT05/1870944,14,876,18,145,12,150,30,236,498,3,1
ESPORTSTMNT05/1870946,777,30,517,81,71,79,876,157,145,12,1
ESPORTSTMNT05/1870947,79,876,18,235,223,777,77,69,498,412,1
ESPORTSTMNT03/1810429,266,79,70,21,111,14,76,517,523,412,0
