gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT06/1720931,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720931?gameHash=03a1e1a57d3dcbf1,MSI,2021,,0,2021-05-18 15:34:30,1,11.09,6,Red,top,Fudge,Cloud9,Aatrox,Thresh,Varus,Renekton,Rell,Nautilus,2216,0,4,4,3,11,26,1,0,0,0,0,0,0,0,0.2978,0.9747,,,,,,,,,,,,,,,,,,,,,,,,0,0,15534,420.5957,0.276805,739.1697,748.8899,14,0.3791,4,0.1083,5,37,1.0018,14193,9397,254.4314,0.254016,13325,,324,304,20,9,4,8.7726,3660,4370,74,3670,4921,78,-10,-551,-4,2,0,1,1,0,0,5458,7086,129,5275,7360,124,183,-274,5,2,0,1,1,0,0
ESPORTSTMNT06/1720931,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720931?gameHash=03a1e1a57d3dcbf1,MSI,2021,,0,2021-05-18 15:34:30,1,11.09,7,Red,jng,Blaber,Cloud9,Udyr,Thresh,Varus,Renekton,Rell,Nautilus,2216,0,2,2,5,11,26,0,0,0,0,0,0,0,0,0.2978,0.9747,,,,,,,,,,,,,,,,,,,,,,,,0,0,7332,198.5199,0.130651,900.1895,1185.0812,15,0.4061,14,0.3791,8,50,1.3538,11350,6554,177.4549,0.177163,11050,,236,54,182,120,11,6.3899,3391,4029,78,3768,3744,60,-377,285,18,0,2,0,2,1,1,5298,6450,120,5238,5645,95,60,805,25,1,2,0,2,2,2
ESPORTSTMNT06/1720931,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720931?gameHash=03a1e1a57d3dcbf1,MSI,2021,,0,2021-05-18 15:34:30,1,11.09,8,Red,mid,Perkz,Cloud9,Sylas,Thresh,Varus,Renekton,Rell,Nautilus,2216,0,3,6,4,11,26,0,0,0,0,0,0,0,0,0.2978,0.9747,,,,,,,,,,,,,,,,,,,,,,,,0,0,13636,369.2058,0.242984,882.3736,574.1697,14,0.3791,8,0.2166,1,38,1.0289,12891,8095,219.1787,0.21882,12425,,278,248,30,9,14,7.5271,3307,4164,81,3507,4360,77,-200,-196,4,0,2,2,1,1,1,5239,6637,125,5257,6225,114,-18,412,11,1,2,2,2,1,2
ESPORTSTMNT06/1720931,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720931?gameHash=03a1e1a57d3dcbf1,MSI,2021,,0,2021-05-18 15:34:30,1,11.09,9,Red,bot,Zven,Cloud9,Tristana,Thresh,Varus,Renekton,Rell,Nautilus,2216,0,1,5,3,11,26,0,0,0,0,0,0,0,0,0.2978,0.9747,,,,,,,,,,,,,,,,,,,,,,,,0,1,15708,425.3069,0.279905,448.4025,376.9765,14,0.3791,29,0.7852,4,58,1.5704,14636,9840,266.4260,0.265991,15275,,375,343,32,21,4,10.1534,3590,3555,83,3787,3889,80,-197,-334,3,1,0,1,2,1,0,5467,6329,137,5532,6425,136,-65,-96,1,1,1,1,2,1,0
ESPORTSTMNT06/1720931,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720931?gameHash=03a1e1a57d3dcbf1,MSI,2021,,0,2021-05-18 15:34:30,1,11.09,10,Red,sup,Vulcan,Cloud9,Leona,Thresh,Varus,Renekton,Rell,Nautilus,2216,0,1,9,4,11,26,0,0,0,0,0,0,0,1,0.2978,0.9747,,,,,,,,,,,,,,,,,,,,,,,,0,0,3909,105.8394,0.0696556,545.6588,640.9386,58,1.5704,13,0.3520,20,97,2.6264,7904,3108,84.1516,0.0840099,7100,,44,44,0,0,0,1.1913,2418,2658,20,2273,2725,17,145,-67,3,0,1,2,0,1,1,3573,3782,29,3472,4139,32,101,-357,-3,0,2,3,0,2,1
ESPORTSTMNT06/1720931,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720931?gameHash=03a1e1a57d3dcbf1,MSI,2021,,0,2021-05-18 15:34:30,1,11.09,100,Blue,team,,PSG Talon,,Lucian,Lee Sin,Senna,Zoe,LeBlanc,2216,1,25,11,54,25,11,3,1,0,0,1,,,,0.6769,0.9747,0,3,3,3,3,0,3,0,0,,0,0,0,0,2,1,2,0,1,10,2,0,1,1,0,100348,2717.0036,,2579.7563,2416.8141,141,3.8177,59,1.5975,38,303,8.2040,72670,48689,1318.2942,,65310,0.0985661,,965,284,178,42,33.8177,17005,19639,312,16366,18776,336,639,863,-24,6,4,3,3,5,6,24774,29794,501,25035,30284,540,-261,-490,-39,7,6,5,5,7,7
ESPORTSTMNT06/1720931,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720931?gameHash=03a1e1a57d3dcbf1,MSI,2021,,0,2021-05-18 15:34:30,1,11.09,200,Red,team,,Cloud9,,Thresh,Varus,Renekton,Rell,Nautilus,2216,0,11,26,19,11,26,1,0,0,0,0,,,,0.2978,0.9747,1,3,3,3,3,1,1,1,0,,0,0,1,2,0,0,0,2,0,2,10,1,0,0,1,56119,1519.4675,,3515.7942,3526.0560,115,3.1137,68,1.8412,38,280,7.5812,60974,36993,1001.6155,,59175,-0.0985661,,993,264,159,33,34.0343,16366,18776,336,17005,19639,312,-639,-863,24,3,5,6,6,4,3,25035,30284,540,24774,29794,501,261,490,39,5,7,7,7,6,5
ESPORTSTMNT06/1720938,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720938?gameHash=22625daea0a39fab,MSI,2021,,0,2021-05-18 16:36:10,1,11.09,1,Blue,top,Khan,DWG KIA,Lee Sin,Thresh,Varus,Urgot,Qiyana,Sett,1632,1,4,1,7,17,6,0,0,0,0,0,0,0,0,0.6250,0.8088,,,,,,,,,,,,,,,,,,,,,,,,0,0,10232,376.1765,0.190066,759.4485,676.8750,16,0.5882,7,0.2574,9,25,0.9191,12366,8761,322.0956,0.234784,10625,,232,213,19,5,11,8.5294,3544,4873,95,3016,4703,77,528,170,18,0,0,0,0,0,0,6138,7411,147,4874,7507,128,1264,-96,19,0,2,0,0,0,0
ESPORTSTMNT06/1720938,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720938?gameHash=22625daea0a39fab,MSI,2021,,0,2021-05-18 16:36:10,1,11.09,2,Blue,jng,Canyon,DWG KIA,Morgana,Thresh,Varus,Urgot,Qiyana,Sett,1632,1,1,0,11,17,6,0,0,0,0,0,0,0,0,0.6250,0.8088,,,,,,,,,,,,,,,,,,,,,,,,0,0,10739,394.8162,0.199484,806.6544,418.9338,20,0.7353,6,0.2206,8,46,1.6912,10728,7123,261.8750,0.190889,9650,,200,18,182,115,10,7.3529,3385,4294,80,3185,3596,75,200,698,5,0,0,0,0,0,0,5234,6479,111,4851,5894,115,383,585,-4,0,0,0,0,1,0
ESPORTSTMNT06/1720938,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720938?gameHash=22625daea0a39fab,MSI,2021,,0,2021-05-18 16:36:10,1,11.09,3,Blue,mid,ShowMaker,DWG KIA,Zoe,Thresh,Varus,Urgot,Qiyana,Sett,1632,1,5,0,4,17,6,0,0,0,0,0,0,0,0,0.6250,0.8088,,,,,,,,,,,,,,,,,,,,,,,,1,0,15164,557.5000,0.281681,328.8603,127.3162,9,0.3309,7,0.2574,2,38,1.3971,12019,8414,309.3382,0.225485,9750,,238,217,21,16,1,8.7500,3509,4630,86,3351,5107,91,158,-477,-5,0,1,0,0,0,0,6217,7660,144,4801,7444,129,1416,216,15,1,1,0,0,0,1
ESPORTSTMNT06/1720938,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720938?gameHash=22625daea0a39fab,MSI,2021,,0,2021-05-18 16:36:10,1,11.09,4,Blue,bot,Ghost,DWG KIA,Kai'Sa,Thresh,Varus,Urgot,Qiyana,Sett,1632,1,6,1,3,17,6,1,0,0,0,0,0,0,0,0.6250,0.8088,,,,,,,,,,,,,,,,,,,,,,,,0,0,14014,515.2206,0.260319,390.1471,216.9118,23,0.8456,9,0.3309,4,44,1.6176,13186,9581,352.2426,0.256759,11250,,267,263,4,4,0,9.8162,3516,3391,84,3588,2893,83,-72,498,1,1,0,0,1,0,0,5934,5543,128,6037,5366,128,-103,177,0,3,0,1,3,0,1
ESPORTSTMNT06/1720938,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720938?gameHash=22625daea0a39fab,MSI,2021,,0,2021-05-18 16:36:10,1,11.09,5,Blue,sup,BeryL,DWG KIA,Nautilus,Thresh,Varus,Urgot,Qiyana,Sett,1632,1,1,4,9,17,6,0,0,0,0,0,0,0,1,0.6250,0.8088,,,,,,,,,,,,,,,,,,,,,,,,0,0,3685,135.4779,0.0684512,430.2574,618.4926,46,1.6912,10,0.3676,15,75,2.7574,7041,3436,126.3235,0.0920827,6025,,35,35,0,0,0,1.2868,2224,2434,18,2358,2995,15,-134,-561,3,0,1,1,0,1,1,3575,4108,24,3511,4167,24,64,-59,0,0,4,2,0,2,2
ESPORTSTMNT06/1720938,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720938?gameHash=22625daea0a39fab,MSI,2021,,0,2021-05-18 16:36:10,1,11.09,6,Red,top,BioPanther,Pentanet.GG,Gnar,Renekton,Leona,Senna,Jayce,Sylas,1632,0,0,3,0,5,17,0,0,0,0,0,0,0,0,0.1838,0.8088,,,,,,,,,,,,,,,,,,,,,,,,0,0,5474,201.2500,0.153635,413.0882,287.5368,13,0.4779,3,0.1103,4,24,0.8824,8579,4974,182.8676,0.208344,8600,,218,212,6,4,0,8.0147,3016,4703,77,3544,4873,95,-528,-170,-18,0,0,0,0,0,0,4874,7507,128,6138,7411,147,-1264,96,-19,0,0,0,0,2,0
ESPORTSTMNT06/1720938,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720938?gameHash=22625daea0a39fab,MSI,2021,,0,2021-05-18 16:36:10,1,11.09,7,Red,jng,Pabu,Pentanet.GG,Udyr,Renekton,Leona,Senna,Jayce,Sylas,1632,0,0,3,2,5,17,0,0,0,0,0,0,0,0,0.1838,0.8088,,,,,,,,,,,,,,,,,,,,,,,,0,0,4124,151.6176,0.115745,999.7426,906.3971,7,0.2574,16,0.5882,6,44,1.6176,7657,4052,148.9706,0.169725,6850,,166,23,143,107,1,6.1029,3185,3596,75,3385,4294,80,-200,-698,-5,0,0,0,0,0,0,4851,5894,115,5234,6479,111,-383,-585,4,0,1,0,0,0,0
ESPORTSTMNT06/1720938,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720938?gameHash=22625daea0a39fab,MSI,2021,,0,2021-05-18 16:36:10,1,11.09,8,Red,mid,Chazz,Pentanet.GG,Viktor,Renekton,Leona,Senna,Jayce,Sylas,1632,0,0,2,0,5,17,0,0,0,0,0,0,0,0,0.1838,0.8088,,,,,,,,,,,,,,,,,,,,,,,,0,1,11798,433.7500,0.331125,419.5956,373.6765,6,0.2206,5,0.1838,1,14,0.5147,8839,5234,192.4265,0.219234,8425,,239,223,16,16,0,8.7868,3351,5107,91,3509,4630,86,-158,477,5,0,0,0,0,1,0,4801,7444,129,6217,7660,144,-1416,-216,-15,0,0,1,1,1,0
ESPORTSTMNT06/1720938,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720938?gameHash=22625daea0a39fab,MSI,2021,,0,2021-05-18 16:36:10,1,11.09,9,Red,bot,Praedyth,Pentanet.GG,Lucian,Renekton,Leona,Senna,Jayce,Sylas,1632,0,5,4,0,5,17,0,0,0,0,1,1,0,0,0.1838,0.8088,,,,,,,,,,,,,,,,,,,,,,,,0,0,10200,375.0000,0.286276,405.0000,348.0882,11,0.4044,8,0.2941,5,25,0.9191,11150,7545,277.3897,0.316031,9650,,251,223,28,19,1,9.2279,3588,2893,83,3516,3391,84,72,-498,-1,1,0,0,1,0,0,6037,5366,128,5934,5543,128,103,-177,0,3,0,1,3,0,1
ESPORTSTMNT06/1720938,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720938?gameHash=22625daea0a39fab,MSI,2021,,0,2021-05-18 16:36:10,1,11.09,10,Red,sup,Decoy,Pentanet.GG,Braum,Renekton,Leona,Senna,Jayce,Sylas,1632,0,0,5,3,5,17,0,0,0,0,1,0,1,0,0.1838,0.8088,,,,,,,,,,,,,,,,,,,,,,,,0,0,4034,148.3088,0.113219,547.1691,548.7500,35,1.2868,9,0.3309,13,67,2.4632,5674,2069,76.0662,0.0866662,5475,,33,33,0,0,0,1.2132,2358,2995,15,2224,2434,18,134,561,-3,0,1,1,0,1,1,3511,4167,24,3575,4108,24,-64,59,0,0,2,2,0,4,2
ESPORTSTMNT06/1720938,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720938?gameHash=22625daea0a39fab,MSI,2021,,0,2021-05-18 16:36:10,1,11.09,100,Blue,team,,DWG KIA,,Thresh,Varus,Urgot,Qiyana,Sett,1632,1,17,6,34,17,6,1,0,0,0,0,,,,0.6250,0.8088,0,2,2,2,2,0,0,0,2,,0,0,1,2,0,1,1,0,1,9,1,1,1,1,0,53834,1979.1912,,2715.3676,2058.5294,114,4.1912,39,1.4338,38,228,8.3824,55340,37316,1371.9118,,47300,0.192352,,746,226,140,22,35.7353,16178,19622,363,15498,19294,341,680,328,22,1,2,1,1,1,1,27098,31201,554,24074,30378,524,3024,823,30,4,7,3,3,3,4
ESPORTSTMNT06/1720938,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720938?gameHash=22625daea0a39fab,MSI,2021,,0,2021-05-18 16:36:10,1,11.09,200,Red,team,,Pentanet.GG,,Renekton,Leona,Senna,Jayce,Sylas,1632,0,5,17,5,5,17,0,0,0,0,1,,,,0.1838,0.8088,1,2,2,2,2,0,1,1,0,,0,0,0,0,2,0,0,1,0,1,9,0,0,0,1,35630,1309.9265,,2784.5956,2464.4485,72,2.6471,41,1.5074,29,174,6.3971,41899,23875,877.7574,,39000,-0.192352,,714,193,146,2,33.3456,15498,19294,341,16178,19622,363,-680,-328,-22,1,1,1,1,2,1,24074,30378,524,27098,31201,554,-3024,-823,-30,3,3,4,4,7,3
ESPORTSTMNT03/1853074,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1853074?gameHash=11977911b7998777&amp;tab=overview,GLL,2021,Spring,0,2021-05-18 16:57:14,2,11.09,1,Blue,top,unknown player,CowBoySquad Imperials Esports,Malphite,Thresh,Gwen,Tristana,Vladimir,,2050,1,1,3,11,18,12,0,0,0,0,0,0,0,0,0.5268,0.8780,,,,,,,,,,,,,,,,,,,,,,,,0,0,16462,481.8146,0.29174,575.2683,1139.3268,15,0.4390,5,0.1463,6,27,0.7902,10872,6414,187.7268,0.169671,9450,,214,205,9,3,1,6.2634,2618,4193,52,3783,5197,87,-1165,-1004,-35,0,0,1,1,1,0,4423,7244,97,5689,7432,131,-1266,-188,-34,0,2,1,1,3,2
ESPORTSTMNT03/1853074,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1853074?gameHash=11977911b7998777&amp;tab=overview,GLL,2021,Spring,0,2021-05-18 16:57:14,2,11.09,2,Blue,jng,Noxus,CowBoySquad Imperials Esports,Morgana,Thresh,Gwen,Tristana,Vladimir,,2050,1,5,1,8,18,12,0,0,0,0,0,0,0,0,0.5268,0.8780,,,,,,,,,,,,,,,,,,,,,,,,0,0,13162,385.2293,0.233257,742.6537,416.2537,8,0.2341,9,0.2634,12,38,1.1122,12516,8058,235.8439,0.213157,10450,,225,39,186,123,13,6.5854,3655,4301,82,2938,3076,62,717,1225,20,1,1,0,0,1,2,5948,6894,115,4487,5360,105,1461,1534,10,3,1,0,0,1,2
ESPORTSTMNT03/1853074,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1853074?gameHash=11977911b7998777&amp;tab=overview,GLL,2021,Spring,0,2021-05-18 16:57:14,2,11.09,3,Blue,mid,Ruso,CowBoySquad Imperials Esports,Lucian,Thresh,Gwen,Tristana,Vladimir,,2050,1,5,1,4,18,12,1,0,0,0,0,0,0,0,0.5268,0.8780,,,,,,,,,,,,,,,,,,,,,,,,0,0,6718,196.6244,0.119056,351.2488,199.6683,15,0.4390,11,0.3220,3,62,1.8146,13522,9064,265.2878,0.239767,12075,,275,255,20,13,0,8.0488,3493,4170,77,3182,4370,71,311,-200,6,1,0,0,1,0,0,5506,6944,129,4962,7339,122,544,-395,7,1,0,0,1,0,0
ESPORTSTMNT03/1853074,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1853074?gameHash=11977911b7998777&amp;tab=overview,GLL,2021,Spring,0,2021-05-18 16:57:14,2,11.09,4,Blue,bot,EUNE,CowBoySquad Imperials Esports,Jinx,Thresh,Gwen,Tristana,Vladimir,,2050,1,4,3,8,18,12,0,0,0,0,0,0,0,1,0.5268,0.8780,,,,,,,,,,,,,,,,,,,,,,,,1,0,14270,417.6585,0.252893,462.9659,197.9707,12,0.3512,7,0.2049,1,30,0.8780,14851,10393,304.1854,0.274921,11725,,306,282,24,12,4,8.9561,3117,3109,81,3579,3334,92,-462,-225,-11,0,1,1,0,1,0,4704,4746,119,6225,5877,146,-1521,-1131,-27,0,1,2,2,1,0
ESPORTSTMNT03/1853074,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1853074?gameHash=11977911b7998777&amp;tab=overview,GLL,2021,Spring,0,2021-05-18 16:57:14,2,11.09,5,Blue,sup,SeMike,CowBoySquad Imperials Esports,Alistar,Thresh,Gwen,Tristana,Vladimir,,2050,1,3,4,10,18,12,0,0,0,0,0,0,0,0,0.5268,0.8780,,,,,,,,,,,,,,,,,,,,,,,,0,0,5815,170.1951,0.103054,565.3756,679.6683,54,1.5805,8,0.2341,10,84,2.4585,8332,3874,113.3854,0.102484,7600,,40,40,0,0,0,1.1707,2292,2985,17,2613,2742,15,-321,243,2,0,2,1,1,0,0,3364,4439,26,3777,3834,24,-413,605,2,0,3,2,1,2,0
ESPORTSTMNT03/1853074,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1853074?gameHash=11977911b7998777&amp;tab=overview,GLL,2021,Spring,0,2021-05-18 16:57:14,2,11.09,6,Red,top,Delitto,unknown team,Gangplank,Gnar,Rumble,Xin Zhao,Braum,Ornn,2050,0,2,5,7,12,18,0,0,0,0,1,0,1,0,0.3512,0.8780,,,,,,,,,,,,,,,,,,,,,,,,0,0,19522,571.3756,0.319703,755.9707,522.9659,20,0.5854,7,0.2049,9,54,1.5805,14560,10102,295.6683,0.266098,14755,,306,286,20,13,4,8.9561,3783,5197,87,2618,4193,52,1165,1004,35,1,1,0,0,0,1,5689,7432,131,4423,7244,97,1266,188,34,1,3,2,0,2,1
ESPORTSTMNT03/1853074,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1853074?gameHash=11977911b7998777&amp;tab=overview,GLL,2021,Spring,0,2021-05-18 16:57:14,2,11.09,7,Red,jng,CrazyRabbit,unknown team,Nidalee,Gnar,Rumble,Xin Zhao,Braum,Ornn,2050,0,1,4,4,12,18,0,0,0,0,1,0,1,0,0.3512,0.8780,,,,,,,,,,,,,,,,,,,,,,,,0,0,9405,275.2683,0.154021,953.3561,557.3854,6,0.1756,26,0.7610,4,63,1.8439,10471,6013,175.9902,0.158393,9385,,223,39,184,137,14,6.5268,2938,3076,62,3655,4301,82,-717,-1225,-20,0,1,2,1,1,0,4487,5360,105,5948,6894,115,-1461,-1534,-10,0,1,2,3,1,0
ESPORTSTMNT03/1853074,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1853074?gameHash=11977911b7998777&amp;tab=overview,GLL,2021,Spring,0,2021-05-18 16:57:14,2,11.09,8,Red,mid,Deepe,unknown team,Syndra,Gnar,Rumble,Xin Zhao,Braum,Ornn,2050,0,2,3,4,12,18,0,0,0,0,0,0,0,0,0.3512,0.8780,,,,,,,,,,,,,,,,,,,,,,,,0,0,14242,416.8390,0.233235,295.1122,143.6488,21,0.6146,4,0.1171,9,47,1.3756,11494,7036,205.9317,0.185339,11275,,243,231,12,8,4,7.1122,3182,4370,71,3493,4170,77,-311,200,-6,1,0,0,1,0,0,4962,7339,122,5506,6944,129,-544,395,-7,1,0,0,1,0,0
ESPORTSTMNT03/1853074,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1853074?gameHash=11977911b7998777&amp;tab=overview,GLL,2021,Spring,0,2021-05-18 16:57:14,2,11.09,9,Red,bot,goldento4st,unknown team,Kai'Sa,Gnar,Rumble,Xin Zhao,Braum,Ornn,2050,0,6,4,1,12,18,0,0,0,0,1,0,1,0,0.3512,0.8780,,,,,,,,,,,,,,,,,,,,,,,,0,1,12504,365.9707,0.204772,472.9756,331.3463,13,0.3805,15,0.4390,4,56,1.6390,15744,11286,330.3220,0.297284,15750,,342,338,4,4,0,10.0098,3579,3334,92,3117,3109,81,462,225,11,0,1,0,0,1,1,6225,5877,146,4704,4746,119,1521,1131,27,2,1,0,0,1,2
ESPORTSTMNT03/1853074,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1853074?gameHash=11977911b7998777&amp;tab=overview,GLL,2021,Spring,0,2021-05-18 16:57:14,2,11.09,10,Red,sup,iLevi,unknown team,Rell,Gnar,Rumble,Xin Zhao,Braum,Ornn,2050,0,1,2,8,12,18,0,0,0,0,1,1,0,0,0.3512,0.8780,,,,,,,,,,,,,,,,,,,,,,,,0,0,5390,157.7561,0.0882695,306.0585,472.9756,51,1.4927,7,0.2049,17,84,2.4585,7984,3526,103.2000,0.0928856,7025,,33,33,0,0,0,0.9659,2613,2742,15,2292,2985,17,321,-243,-2,1,0,0,0,2,1,3777,3834,24,3364,4439,26,413,-605,-2,1,2,0,0,3,2
ESPORTSTMNT03/1853074,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1853074?gameHash=11977911b7998777&amp;tab=overview,GLL,2021,Spring,0,2021-05-18 16:57:14,2,11.09,100,Blue,team,,CowBoySquad Imperials Esports,,Thresh,Gwen,Tristana,Vladimir,,2050,1,18,12,41,18,12,1,0,0,0,0,,,,0.5268,0.8780,0,4,1,4,1,0,0,3,1,,0,0,1,2,0,0,0,1,1,7,3,1,1,1,0,56427,1651.5220,,2697.5122,2632.8878,104,3.0439,40,1.1707,32,241,7.0537,60093,37805,1106.4878,,51300,-0.125856,,821,239,151,18,31.0244,15175,18758,309,16095,18719,327,-920,39,-18,2,4,3,3,3,2,23945,30267,486,25140,29842,528,-1195,425,-42,4,7,5,5,7,4
ESPORTSTMNT03/1853074,complete,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1853074?gameHash=11977911b7998777&amp;tab=overview,GLL,2021,Spring,0,2021-05-18 16:57:14,2,11.09,200,Red,team,,unknown team,,Gnar,Rumble,Xin Zhao,Braum,Ornn,2050,0,12,18,24,12,18,0,0,0,0,1,,,,0.3512,0.8780,1,1,4,1,4,0,1,0,0,,0,0,0,0,2,1,1,0,0,3,7,0,0,0,1,61063,1787.2098,,2783.4732,2028.3220,111,3.2488,59,1.7268,43,304,8.8976,60253,37965,1111.1707,,58190,0.125856,,927,220,162,22,33.5707,16095,18719,327,15175,18758,309,920,-39,18,3,3,2,2,4,3,25140,29842,528,23945,30267,486,1195,-425,42,5,7,4,4,7,5
ESPORTSTMNT06/1720949,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720949?gameHash=ae0f9baa3fedbbb2,MSI,2021,,0,2021-05-18 17:28:04,1,11.09,1,Blue,top,Armut,MAD Lions,Jayce,Renekton,Udyr,Thresh,Malphite,Nautilus,2191,0,1,10,6,15,30,0,0,0,0,1,0,1,0,0.4108,1.2323,,,,,,,,,,,,,,,,,,,,,,,,0,1,15419,422.2455,0.16844,589.2652,391.8485,19,0.5203,12,0.3286,7,65,1.7800,13236,8491,232.5240,0.200316,13175,,269,253,16,6,0,7.3665,3776,4495,65,3465,4311,73,311,184,-8,1,3,2,1,1,3,5373,6515,108,6296,7740,122,-923,-1225,-14,1,4,5,3,2,3
ESPORTSTMNT06/1720949,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720949?gameHash=ae0f9baa3fedbbb2,MSI,2021,,0,2021-05-18 17:28:04,1,11.09,2,Blue,jng,Elyoya,MAD Lions,Rumble,Renekton,Udyr,Thresh,Malphite,Nautilus,2191,0,6,3,4,15,30,1,0,0,0,1,1,0,0,0.4108,1.2323,,,,,,,,,,,,,,,,,,,,,,,,0,0,23738,650.0593,0.259318,653.6194,586.9101,8,0.2191,10,0.2738,7,35,0.9585,13350,8605,235.6458,0.203006,12175,,224,54,170,111,26,6.1342,3605,3565,60,3724,3982,65,-119,-417,-5,2,1,1,2,0,0,5624,5665,98,6281,6918,96,-657,-1253,2,2,2,1,5,3,0
ESPORTSTMNT06/1720949,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1720949?gameHash=ae0f9baa3fedbbb2,MSI,2021,,0,2021-05-18 17:28:04,1,11.09,3,Blue,mid,Humanoid,MAD Lions,Lucian,Renekton,Udyr,Thresh,Malphite,Nautilus,2191,0,4,6,5,15,30,0,0,0,0,0,0,0,0,0.4108,1.2323,,,,,,,,,,,,,,,,,,,,,,,,0,0,24145,661.2049,0.263764,554.4318,287.4578,13,0.3560,14,0.3834,2,34,0.9311,16417,11672,319.6349,0.275363,14750,,321,283,38,24,11,8.7905,4147,5084,92,3032,3798,76,1115,1286,16,2,0,0,0,0,1,7810,7644,140,5416,6615,128,2394,1029,12,2,1,1,1,1,1
