game,bluetopgp,bluetopwr,bluetopkda,bluejunglegp,bluejunglewr,bluejunglekda,bluemidgp,bluemidwr,bluemidkda,blueadcgp,blueadcwr,blueadckda,bluesupportgp,bluesupportwr,bluesupportkda,redtopgp,redtopwr,redtopkda,redjunglegp,redjunglewr,redjunglekda,redmidgp,redmidwr,redmidkda,redadcgp,redadcwr,redadckda,redsupportgp,redsupportwr,redsupportkda,result
ESPORTSTMNT01/1896297,22,0.68,5.3,15,0.4,2.6,7,0.43,5.5,8,0.63,4.5,9,0.44,2.0,9,0.78,3.7,15,0.6,3.3,0,0.0,0.0,14,0.43,4.0,29,0.66,4.3,1
ESPORTSTMNT01/1886629,11,0.36,1.7,5,0.2,2.4,1,0.0,3.0,16,0.69,12.1,4,0.25,1.5,4,0.5,3.8,5,0.6,6.1,19,0.58,4.8,12,0.58,4.0,17,0.65,3.4,1
ESPORTSTMNT01/1886639,1,1.0,12.0,3,0.67,9.0,1,1.0,12.0,3,1.0,4.0,2,0.5,15.0,7,0.29,2.5,2,0.0,0.5,1,0.0,0.4,1,0.0,2.0,0,0.0,0.0,0
ESPORTSTMNT01/1896339,2,1.0,10.0,6,0.33,2.4,5,0.4,6.5,5,0.8,8.6,3,0.67,9.6,10,0.7,4.1,1,0.0,0.8,16,0.63,3.9,2,0.0,2.0,9,0.56,1.9,0
ESPORTSTMNT01/1896341,4,0.5,4.0,1,1.0,2.3,2,1.0,4.0,4,0.25,3.7,2,0.5,6.0,3,0.0,2.3,2,0.0,1.7,2,0.0,2.3,2,0.0,0.6,2,0.0,1.8,0
ESPORTSTMNT01/1896349,7,0.43,3.3,2,0.5,4.5,2,0.5,3.5,1,0.0,1.0,11,0.36,2.7,12,0.83,8.2,8,0.5,6.7,5,1.0,8.7,28,0.71,6.5,27,0.81,6.2,1
ESPORTSTMNT02/1730841,5,0.4,1.4,10,0.7,3.8,11,0.64,3.9,8,0.75,5.5,25,0.84,3.7,11,0.55,2.5,16,0.44,3.0,21,0.43,3.3,0,0.0,0.0,17,0.35,2.1,0
ESPORTSTMNT02/1730850,11,0.27,2.7,16,0.44,3.0,21,0.43,3.3,0,0.0,0.0,10,0.5,2.9,26,0.5,3.6,10,0.7,3.8,18,0.5,2.5,4,0.5,4.1,7,0.43,3.8,0
ESPORTSTMNT02/1730851,26,0.5,3.6,10,0.7,3.8,11,0.64,3.9,8,0.75,5.5,9,0.89,3.4,3,0.33,1.0,16,0.44,3.0,4,0.25,3.8,0,0.0,0.0,17,0.35,2.1,0
7151-9841,12,0.5,2.4,7,0.43,3.2,14,0.36,3.6,22,0.68,4.7,21,0.48,2.7,10,0.5,1.3,2,0.5,3.6,16,0.69,5.2,8,1.0,14.4,43,0.53,4.6,1
7151-9842,1,0.0,0.7,4,0.75,5.3,1,0.0,2.0,20,0.6,5.0,38,0.53,3.4,18,0.67,3.9,7,0.86,6.1,2,0.5,2.5,9,0.89,12.0,18,0.5,2.6,1
ESPORTSTMNT01/1886731,11,0.27,2.1,4,0.0,3.6,3,0.33,2.2,3,0.33,3.3,10,0.1,1.6,1,1.0,3.3,27,0.85,5.9,18,0.56,3.9,35,0.77,5.3,14,0.79,3.1,1
7152-9843,12,0.25,3.3,0,0.0,0.0,3,0.33,3.0,29,0.31,4.6,35,0.43,2.9,16,0.63,3.2,13,0.54,4.4,3,0.33,1.9,0,0.0,0.0,5,0.8,2.9,1
ESPORTSTMNT01/1886743,30,0.67,3.8,27,0.85,5.9,3,1.0,12.3,34,0.56,3.8,14,0.79,3.1,4,0.25,1.6,4,0.0,3.6,17,0.53,2.7,23,0.22,3.0,7,0.57,4.2,0
7152-9844,15,0.6,5.0,5,0.4,1.3,1,0.0,0.5,0,0.0,0.0,20,0.6,3.1,8,0.5,2.5,0,0.0,0.0,13,0.46,3.5,7,0.29,3.5,8,0.5,3.8,1
7335-9845,13,0.62,4.2,12,0.5,4.1,7,0.71,9.5,6,0.33,2.4,37,0.51,2.9,11,0.27,1.5,5,0.2,3.1,13,0.38,4.2,33,0.36,2.5,56,0.43,3.2,1
ESPORTSTMNT01/1886762,29,0.41,2.2,15,0.4,3.1,30,0.47,3.3,24,0.25,3.2,7,0.43,2.2,11,0.73,3.8,7,0.57,4.7,15,0.8,5.9,19,0.84,7.0,5,0.6,2.0,1
7152-9846,11,0.36,2.0,0,0.0,0.0,2,0.0,0.9,7,0.29,3.5,35,0.43,2.9,34,0.65,3.7,16,0.63,3.9,3,1.0,5.9,0,0.0,0.0,11,0.82,3.9,1
7155-9847,18,0.39,1.9,6,0.67,5.8,19,0.53,8.1,11,0.18,1.9,14,0.43,4.2,6,0.67,3.3,11,0.73,6.8,3,0.67,15.5,14,0.57,3.8,8,0.63,2.2,1
7335-9848,19,0.47,3.0,6,0.5,2.9,3,0.67,5.0,7,0.86,7.0,37,0.59,3.7,2,0.0,0.8,6,0.33,2.4,44,0.52,5.3,22,0.5,3.9,56,0.43,3.2,0
7155-9849,18,0.39,1.9,6,0.67,5.8,19,0.53,8.1,4,0.25,2.3,19,0.63,4.4,6,0.67,3.3,11,0.73,6.8,9,0.33,3.6,9,0.44,5.0,8,0.63,2.2,0
7335-9850,6,0.5,2.7,6,0.5,2.9,12,0.67,3.6,7,0.86,7.0,37,0.59,3.7,15,0.27,2.2,7,0.43,3.6,44,0.52,5.3,22,0.5,3.9,56,0.43,3.2,0
7154-9852,7,0.0,1.0,7,0.29,3.1,6,0.33,3.2,8,0.5,2.9,4,0.0,0.8,14,0.57,3.2,23,0.61,4.1,10,0.7,6.8,15,0.67,6.2,15,0.53,2.0,1
7336-9851,9,0.56,4.9,9,0.44,4.3,31,0.61,6.0,28,0.79,9.3,92,0.67,5.0,9,0.56,1.4,38,0.5,4.2,35,0.54,4.7,17,0.12,3.6,9,0.22,1.3,0
ESPORTSTMNT01/1886793,8,0.5,2.1,6,0.83,4.3,10,0.4,4.4,75,0.65,5.4,7,0.86,3.8,7,0.43,3.8,5,0.2,2.3,5,0.2,2.0,45,0.71,6.5,20,0.55,4.5,0
7155-9853,2,0.5,8.0,13,0.46,5.7,19,0.53,8.1,10,0.3,3.3,19,0.63,4.4,10,0.7,3.3,6,0.5,4.5,9,0.78,5.1,14,0.57,3.8,3,0.67,1.6,0
7154-9854,32,0.38,2.6,7,0.29,3.1,9,0.44,4.2,5,1.0,19.3,31,0.55,3.5,7,0.14,1.6,9,0.56,2.7,2,0.5,7.3,32,0.44,3.1,21,0.57,3.3,0
7336-9855,13,0.46,1.5,5,0.4,2.8,38,0.47,3.0,31,0.29,3.9,37,0.22,2.6,22,0.59,3.2,14,0.93,8.5,31,0.61,6.0,28,0.79,9.3,37,0.62,3.5,1
7154-9856,15,0.47,2.6,11,0.18,2.4,6,0.33,3.2,8,0.5,2.9,17,0.53,3.6,14,0.57,3.2,9,0.56,2.7,8,0.5,8.1,21,0.38,3.1,15,0.53,2.0,1
ESPORTSTMNT05/1870202,3,0.67,2.7,10,0.6,4.3,6,0.5,5.2,16,0.25,3.3,2,0.5,5.0,1,0.0,0.9,6,0.5,3.0,1,0.0,1.7,1,0.0,1.7,6,0.67,2.8,0
ESPORTSTMNT05/1870216,13,0.23,1.9,3,0.0,1.5,3,0.33,5.3,2,0.5,2.5,2,0.0,0.9,0,0.0,0.0,2,0.5,4.3,1,0.0,1.0,1,1.0,13.0,1,1.0,11.0,1
ESPORTSTMNT05/1870222,7,0.43,4.3,2,0.5,7.0,3,0.67,2.8,3,0.0,0.9,3,0.0,1.2,6,0.5,3.1,1,1.0,4.0,2,1.0,3.3,7,0.57,3.3,10,0.5,3.2,1
ESPORTSTMNT04/1600286,14,0.43,1.9,6,0.17,2.8,2,0.0,0.9,11,0.27,2.7,16,0.44,2.4,3,0.33,7.0,5,0.6,5.1,16,0.5,4.7,11,0.36,2.9,17,0.35,1.8,1
ESPORTSTMNT02/1730964,1,1.0,2.6,3,0.67,4.4,7,0.29,1.9,10,0.5,3.2,6,0.83,3.3,9,0.33,4.1,8,0.38,4.0,8,0.5,3.9,9,0.11,2.1,4,0.25,1.4,0
ESPORTSTMNT01/1886833,9,0.78,3.7,12,0.75,3.3,7,0.71,5.8,3,1.0,13.0,8,0.88,9.2,18,0.33,3.0,21,0.57,3.2,7,0.29,3.0,17,0.53,3.5,5,0.2,1.7,0
ESPORTSTMNT01/1896525,2,0.5,3.6,4,0.25,2.5,3,0.33,2.3,2,0.0,3.7,4,0.5,3.4,2,1.0,14.0,9,0.44,2.1,10,0.4,3.0,7,0.43,4.5,17,0.41,5.0,1
ESPORTSTMNT04/1600290,22,0.64,5.1,17,0.47,3.2,11,0.64,7.2,22,0.59,3.8,5,1.0,5.0,9,0.67,3.3,11,0.27,2.2,5,0.6,1.6,5,0.2,2.1,43,0.63,4.4,0
ESPORTSTMNT05/1870232,9,0.78,4.3,3,1.0,6.0,8,1.0,10.1,4,1.0,11.7,15,0.67,4.6,1,0.0,1.0,7,0.29,2.2,3,0.67,11.7,9,0.56,4.9,6,0.67,3.6,0
ESPORTSTMNT01/1896561,6,0.5,2.2,4,0.25,2.8,7,0.29,3.8,2,0.0,2.4,1,0.0,5.5,21,0.81,5.1,6,0.67,4.9,5,0.8,12.6,4,1.0,3.9,8,0.63,3.7,1
ESPORTSTMNT04/1600295,1,0.0,0.3,9,0.33,1.9,1,0.0,0.7,2,0.5,2.0,18,0.5,3.2,5,1.0,4.9,9,0.67,3.1,18,0.56,4.7,23,0.74,8.1,13,0.69,7.6,1
ESPORTSTMNT01/1886841,7,0.86,5.7,12,0.75,3.3,5,1.0,7.6,11,0.64,2.9,8,0.88,9.2,1,0.0,0.2,21,0.57,3.2,7,0.43,4.3,17,0.53,3.5,5,0.2,1.7,0
ESPORTSTMNT02/1730981,1,0.0,0.6,5,0.4,3.2,3,0.0,1.2,10,0.5,3.2,6,0.83,3.3,6,0.67,3.2,4,0.75,11.0,5,0.8,22.0,10,0.8,5.1,3,1.0,4.5,1
ESPORTSTMNT04/1600300,4,0.75,3.9,3,0.67,6.6,13,0.46,4.8,16,0.63,6.1,21,0.62,4.5,16,0.44,3.3,27,0.74,5.2,8,0.75,3.9,2,0.5,5.0,19,0.63,3.0,0
ESPORTSTMNT01/1886844,9,0.78,3.7,12,0.75,3.3,9,0.56,6.9,12,0.83,6.1,10,0.6,3.5,18,0.33,3.0,21,0.57,3.2,5,0.6,8.1,4,0.5,2.9,4,0.75,3.1,0
ESPORTSTMNT04/1610361,5,0.4,3.3,0,0.0,0.0,1,1.0,4.3,4,0.5,5.5,1,1.0,9.0,1,0.0,2.3,3,0.33,3.4,10,0.8,3.3,1,0.0,2.0,1,0.0,0.8,0
ESPORTSTMNT01/1896574,7,0.71,4.5,8,0.63,3.6,16,0.56,6.0,1,1.0,2.8,5,0.4,1.9,3,0.0,1.2,5,0.4,2.4,1,0.0,2.6,3,0.0,1.9,2,0.0,10.0,0
ESPORTSTMNT02/1731011,9,0.33,4.1,4,0.75,11.0,16,0.38,4.1,10,0.8,5.1,7,0.57,2.9,8,0.38,1.7,10,0.5,2.9,4,0.5,2.0,2,0.0,1.2,2,0.5,2.9,0
ESPORTSTMNT01/1896588,13,0.69,4.3,5,0.6,4.1,10,0.7,5.6,3,0.67,3.0,9,0.56,1.9,3,0.67,2.4,9,0.56,7.3,3,0.67,11.8,6,0.17,3.2,7,0.43,3.9,0
ESPORTSTMNT01/1896601,7,0.43,2.5,6,0.5,3.6,1,0.0,1.0,2,0.5,11.5,1,0.0,0.1,11,0.91,3.1,4,0.75,3.2,10,0.6,5.1,5,0.8,6.0,5,0.8,5.5,1
ESPORTSTMNT01/1896602,19,0.74,2.3,5,0.4,2.4,9,0.33,4.3,3,0.0,1.9,2,0.0,10.0,2,0.5,3.6,4,0.25,2.5,11,0.27,2.8,11,0.73,5.9,2,0.5,1.4,1
ESPORTSTMNT02/1731033,1,1.0,19.0,1,1.0,2.3,12,0.75,5.4,2,0.5,5.3,6,0.83,3.3,8,0.5,1.5,8,0.38,4.0,5,0.2,3.3,1,0.0,0.5,14,0.36,2.2,0
ESPORTSTMNT01/1896608,3,0.67,2.5,5,0.8,5.4,15,0.4,3.6,5,0.6,4.9,17,0.53,2.5,16,0.69,3.6,1,0.0,1.0,12,0.67,5.1,18,0.67,5.6,3,0.67,3.8,0
ESPORTSTMNT04/1600307,5,1.0,3.9,10,0.9,8.1,18,0.56,4.7,10,0.9,8.8,13,0.77,7.4,18,0.72,6.3,3,0.33,1.2,4,0.25,1.4,30,0.63,3.7,30,0.67,2.7,0
ESPORTSTMNT02/1731066,4,0.75,2.6,7,0.57,5.9,16,0.38,4.1,9,0.56,4.6,3,0.67,7.0,5,0.4,2.1,10,0.5,2.9,2,0.5,1.1,2,0.0,1.2,10,0.4,3.4,0
ESPORTSTMNT01/1896616,1,1.0,11.0,8,0.75,5.4,14,0.64,4.2,5,0.8,8.6,13,0.46,2.8,7,0.29,2.0,3,0.0,0.8,2,0.0,1.7,1,0.0,0.3,4,0.5,3.9,0
ESPORTSTMNT01/1896620,10,0.4,2.4,15,0.47,3.4,12,0.33,3.3,28,0.61,3.7,20,0.75,7.4,16,0.69,3.9,10,0.8,8.2,13,0.69,5.2,11,0.64,4.0,15,0.73,4.6,1
ESPORTSTMNT01/1896625,4,0.5,4.0,1,0.0,3.0,1,0.0,1.3,9,0.0,1.5,4,0.25,3.2,6,0.83,3.5,13,0.46,4.4,10,0.4,2.8,1,1.0,3.3,2,0.5,1.4,1
ESPORTSTMNT02/1721141,2,0.5,2.7,1,0.0,0.8,7,0.57,3.1,9,0.44,2.6,3,0.33,3.0,4,0.5,1.6,17,0.71,5.2,12,0.75,4.2,0,0.0,0.0,0,0.0,0.0,1
ESPORTSTMNT02/1721164,12,0.58,3.1,17,0.71,5.2,23,0.74,4.7,0,0.0,0.0,0,0.0,0.0,11,0.36,1.8,9,0.33,3.1,7,0.14,1.5,38,0.5,3.7,7,0.43,2.2,0
ESPORTSTMNT01/1896634,3,0.33,1.8,3,0.33,4.1,7,0.57,3.1,5,0.8,7.4,0,0.0,0.0,2,0.5,2.5,2,0.5,1.6,2,0.0,0.7,1,0.0,0.7,6,0.33,1.7,0
ESPORTSTMNT01/1896638,3,0.67,3.9,1,0.0,9.0,3,0.0,2.0,3,0.0,3.0,2,0.0,1.0,7,0.43,3.3,3,1.0,8.5,6,0.5,3.5,5,0.6,3.0,11,0.36,2.7,1
ESPORTSTMNT02/1721178,5,0.4,3.5,9,0.56,4.2,9,0.11,1.5,32,0.53,4.5,28,0.57,2.9,10,0.6,2.5,23,0.35,2.9,7,0.57,4.8,31,0.52,4.2,12,0.5,1.5,1
ESPORTSTMNT02/1721183,34,0.68,3.5,13,0.69,3.3,4,0.75,5.4,8,0.5,4.0,23,0.65,3.9,26,0.5,3.6,14,0.57,2.8,13,0.46,2.5,5,0.2,4.1,4,0.25,2.1,0
ESPORTSTMNT02/1721187,7,0.43,3.6,7,0.71,6.1,7,0.29,4.2,11,0.18,2.6,8,0.5,2.9,43,0.7,5.2,14,0.57,3.5,19,0.42,3.0,36,0.58,5.0,23,0.65,3.9,1
ESPORTSTMNT02/1721190,2,0.5,2.5,7,0.57,5.3,10,0.3,2.8,4,0.75,14.0,19,0.63,4.6,18,0.78,3.4,9,0.56,4.2,7,0.86,4.3,36,0.53,4.5,23,0.65,2.6,1
ESPORTSTMNT02/1721192,10,0.7,3.9,6,0.33,3.2,7,0.86,4.3,36,0.53,4.5,31,0.61,3.1,10,0.6,2.4,23,0.35,2.9,4,0.5,3.3,12,0.58,4.3,12,0.5,1.5,0
7156-9857,2,0.5,1.5,21,0.62,4.6,17,0.53,3.4,24,0.58,4.3,0,0.0,0.0,5,0.8,4.6,1,1.0,9.0,8,0.63,6.1,13,0.46,3.8,5,0.6,4.3,1
ESPORTSTMNT02/1731139,17,0.18,2.3,4,0.5,5.8,15,0.67,3.6,21,0.52,3.4,5,0.6,4.7,4,0.25,3.2,1,0.0,1.8,1,0.0,1.0,2,0.0,0.5,2,0.0,0.9,0
7156-9858,5,0.8,4.6,2,0.5,3.3,13,0.38,2.5,13,0.46,3.8,5,0.6,4.3,14,0.79,3.9,8,0.25,2.4,2,0.5,3.0,24,0.58,4.3,0,0.0,0.0,0
ESPORTSTMNT02/1731149,1,0.0,0.2,4,0.5,2.4,4,0.0,1.3,3,0.0,1.2,5,0.4,2.7,7,0.71,7.0,7,0.57,3.3,1,1.0,17.0,21,0.48,3.2,12,0.67,3.6,1
ESPORTSTMNT01/1896716,4,0.5,1.8,11,0.45,5.8,35,0.57,4.0,5,0.6,6.0,4,0.25,1.7,4,0.0,1.5,1,0.0,0.8,3,0.0,1.1,0,0.0,0.0,5,0.2,1.0,0
7158-9859,2,0.0,1.3,8,0.25,2.3,3,0.0,3.6,7,0.14,1.8,13,0.15,1.8,9,0.67,4.1,20,0.75,3.8,16,0.81,7.4,47,0.72,4.7,4,0.75,3.8,1
7157-9860,8,0.5,2.2,8,0.25,2.6,0,0.0,0.0,2,0.5,3.1,2,0.5,3.6,2,0.0,1.0,10,0.4,3.8,6,0.5,3.7,9,0.44,2.6,9,0.11,1.6,0
7158-9861,9,0.67,4.1,1,0.0,1.4,4,0.5,2.5,47,0.72,4.7,3,0.33,14.0,1,1.0,2.6,8,0.38,3.4,2,0.5,10.0,11,0.45,3.5,6,0.67,3.3,1
7337-9862,17,0.41,2.6,4,0.5,3.8,20,0.5,4.6,34,0.59,4.4,7,0.57,3.0,42,0.67,3.2,11,0.09,2.9,1,0.0,3.0,23,0.3,3.1,18,0.44,3.0,0
7157-9863,15,0.47,1.7,13,0.46,2.6,0,0.0,0.0,4,0.25,1.7,1,1.0,8.0,3,0.33,3.5,11,0.36,3.3,6,0.33,2.7,3,0.33,3.5,9,0.11,1.6,0
ESPORTSTMNT01/1896753,7,0.43,3.4,63,0.63,5.1,13,0.46,3.6,7,0.86,6.7,14,0.43,2.6,5,0.4,2.4,15,0.47,3.8,15,0.47,2.7,20,0.3,3.0,12,0.42,2.5,0
7158-9865,1,0.0,2.0,8,0.25,2.3,2,0.0,1.8,3,0.33,3.1,7,0.29,2.4,17,0.76,4.5,17,0.76,5.4,2,1.0,4.3,47,0.72,4.7,16,0.81,3.6,1
7337-9864,17,0.41,2.6,4,0.5,3.8,39,0.59,4.8,34,0.59,4.4,8,0.5,2.4,7,0.71,4.5,5,0.0,1.9,1,0.0,2.3,23,0.3,3.1,18,0.44,3.0,0
ESPORTSTMNT01/1896801,3,0.67,4.6,14,0.57,2.8,8,0.25,4.4,3,0.33,2.8,7,0.57,2.5,5,0.4,1.0,48,0.69,5.2,10,0.3,2.6,20,0.3,3.4,25,0.28,2.5,0
7338-9868,14,0.36,3.2,7,0.14,3.0,2,0.5,10.5,6,0.5,3.1,17,0.35,2.4,30,0.47,2.5,3,0.67,6.0,9,0.89,7.6,83,0.63,4.7,1,0.0,0.7,0
7338-9869,14,0.36,3.2,7,0.14,3.0,33,0.55,2.9,7,0.57,3.5,17,0.35,2.4,30,0.47,2.5,8,0.63,5.4,25,0.64,5.4,83,0.63,4.7,13,0.62,3.6,1
ESPORTSTMNT01/1896808,7,0.43,3.4,63,0.63,5.1,2,1.0,8.3,21,0.57,4.3,25,0.28,2.5,14,0.43,2.6,5,0.2,3.1,14,0.43,3.1,20,0.3,3.0,7,0.43,3.4,0
7338-9870,66,0.67,3.1,10,0.5,4.6,4,1.0,5.4,20,0.75,4.6,31,0.71,5.1,2,0.5,2.1,3,0.0,1.3,17,0.41,6.0,4,0.25,3.0,17,0.65,5.4,0
ESPORTSTMNT05/1860165,1,1.0,3.8,3,0.67,4.8,5,0.8,6.5,4,0.5,4.9,6,0.67,2.8,3,0.33,1.6,2,0.0,1.6,1,0.0,4.0,3,0.67,3.7,7,0.29,2.1,0
ESPORTSTMNT05/1860176,5,0.4,4.3,5,0.8,2.7,3,1.0,12.7,4,1.0,11.7,7,0.86,6.7,8,0.38,1.6,7,0.57,4.1,7,0.29,2.6,19,0.47,4.5,1,0.0,1.0,0
ESPORTSTMNT05/1860184,4,0.5,1.9,2,0.5,4.6,4,0.25,2.7,4,0.5,3.2,2,0.5,3.9,1,0.0,2.0,2,0.0,1.4,1,0.0,0.8,1,0.0,1.3,3,0.33,3.3,0
ESPORTSTMNT05/1870296,9,0.56,4.4,4,0.25,3.4,2,0.5,6.8,18,0.67,5.6,11,0.73,3.8,7,0.43,2.4,3,0.67,4.1,10,0.6,6.7,21,0.52,5.5,11,0.55,2.6,1
ESPORTSTMNT05/1860215,8,0.5,3.0,7,0.71,6.3,4,0.5,4.1,6,0.67,4.5,17,0.76,4.1,1,0.0,1.3,1,0.0,3.0,6,0.33,2.7,2,0.5,4.2,1,0.0,1.2,0
ESPORTSTMNT05/1860221,34,0.5,2.9,3,0.33,5.3,10,0.6,4.5,15,0.73,4.5,13,0.46,5.3,11,0.73,3.2,4,0.5,1.9,5,0.6,2.3,40,0.73,5.8,4,0.25,1.3,1
ESPORTSTMNT01/1896881,2,1.0,10.0,8,0.75,5.4,14,0.64,4.2,5,0.8,8.6,13,0.46,2.8,1,0.0,2.7,2,0.0,1.6,0,0.0,0.0,2,0.0,1.9,2,0.5,3.2,0
ESPORTSTMNT01/1896882,5,0.4,3.0,2,1.0,3.4,2,1.0,5.0,2,0.5,4.0,6,0.67,2.9,4,0.75,7.0,6,0.67,8.9,0,0.0,0.0,15,0.6,4.6,20,0.6,5.2,0
ESPORTSTMNT02/1721407,20,0.75,5.3,10,0.6,4.7,25,0.6,3.1,38,0.66,5.2,9,0.56,3.6,12,0.67,2.0,5,0.8,9.7,6,0.67,2.9,32,0.66,4.8,21,0.43,2.7,1
ESPORTSTMNT01/1896895,5,0.0,1.7,0,0.0,0.0,1,0.0,1.0,3,0.0,1.3,2,0.0,1.4,12,0.83,8.2,8,0.88,9.1,10,0.4,3.4,28,0.71,6.5,8,0.75,4.4,1
ESPORTSTMNT02/1721438,21,0.52,2.9,10,0.7,3.2,20,0.6,3.0,11,0.45,4.5,10,0.6,4.3,3,0.0,0.8,6,0.33,2.2,38,0.45,3.3,17,0.59,4.9,73,0.7,6.4,0
ESPORTSTMNT02/1731453,31,0.68,4.4,25,0.56,5.3,3,0.67,5.4,14,0.71,4.9,13,0.62,3.0,13,0.31,2.2,4,0.75,3.8,28,0.61,3.5,18,0.72,6.0,69,0.59,3.7,0
7161-9873,6,0.5,3.2,12,0.75,6.5,28,0.46,3.9,4,0.25,2.3,12,0.58,4.7,0,0.0,0.0,7,0.71,4.4,17,0.47,3.8,10,0.4,2.1,8,0.5,3.0,1
ESPORTSTMNT01/1887149,34,0.68,2.8,11,0.64,4.8,85,0.61,4.6,117,0.59,4.9,2,0.5,5.3,6,0.5,2.9,4,1.0,28.0,4,1.0,20.7,12,0.58,7.9,17,0.71,3.2,1
7161-9874,0,0.0,0.0,9,0.33,4.5,17,0.47,3.8,7,0.43,3.5,8,0.5,3.0,6,0.5,3.2,4,0.75,7.8,28,0.46,3.9,3,0.67,1.4,4,0.0,1.6,0
7339-9875,11,0.18,2.6,6,0.0,2.2,1,0.0,3.0,44,0.5,6.1,20,0.2,1.6,8,0.75,5.5,5,0.6,6.9,3,0.67,4.1,1,1.0,17.0,4,0.5,1.8,1
7339-9876,13,0.38,2.1,9,0.33,2.7,17,0.47,2.4,18,0.5,4.8,20,0.2,1.6,7,0.57,3.6,5,0.6,6.9,7,0.43,4.2,31,0.42,3.4,6,0.5,1.9,1
7162-9878,13,0.54,2.7,9,0.44,3.3,19,0.53,8.1,4,0.25,2.3,4,0.5,2.5,3,1.0,3.2,4,0.5,2.9,6,0.67,2.7,5,0.6,2.6,31,0.55,3.5,1
ESPORTSTMNT01/1887197,6,0.83,3.6,4,1.0,28.0,4,1.0,20.7,34,0.56,5.5,12,0.83,4.2,34,0.68,2.8,11,0.64,4.8,85,0.61,4.6,19,0.68,4.8,11,0.64,2.7,0
ESPORTSTMNT01/1887198,2,0.5,1.4,2,0.0,1.0,2,0.0,0.1,0,0.0,0.0,1,0.0,0.3,6,0.33,2.0,7,0.43,2.4,3,0.67,4.0,9,0.56,4.6,9,0.67,3.9,1
7162-9882,1,1.0,4.5,9,0.44,3.3,19,0.32,2.9,6,0.67,4.8,19,0.63,4.4,15,0.47,2.6,15,0.4,2.7,9,0.67,4.6,13,0.38,2.6,4,0.0,0.8,0
ESPORTSTMNT01/1887206,11,0.27,2.1,19,0.53,3.2,1,1.0,11.0,9,0.44,4.6,11,0.45,2.9,29,0.45,2.9,9,0.33,2.4,30,0.47,3.3,9,0.67,5.9,34,0.65,3.7,0
7165-9884,6,0.67,3.3,11,0.73,6.8,3,0.67,15.5,25,0.68,6.0,5,0.8,5.0,41,0.66,3.9,9,0.44,3.0,5,0.4,4.6,16,0.63,4.2,15,0.53,2.0,0
7162-9883,17,0.35,2.4,9,0.44,3.3,19,0.32,2.9,6,0.67,4.8,19,0.63,4.4,15,0.47,2.6,15,0.4,2.7,9,0.44,4.2,13,0.38,2.6,4,0.0,0.8,0
ESPORTSTMNT05/1870344,8,0.38,1.6,2,0.0,1.5,6,0.5,5.2,12,0.25,3.6,12,0.33,1.6,7,0.71,2.5,6,0.67,5.4,3,0.33,3.5,5,1.0,5.9,14,0.79,4.9,1
7165-9885,23,0.61,2.6,11,0.73,6.8,23,0.61,7.6,13,0.54,5.2,8,0.63,2.2,38,0.61,4.7,9,0.56,2.7,8,0.5,8.1,16,0.63,4.2,15,0.53,2.0,0
7341-9886,9,0.56,4.9,14,0.93,8.5,15,0.73,4.1,16,0.69,6.0,46,0.54,3.3,25,0.64,3.1,36,0.75,5.4,50,0.64,6.1,14,0.71,3.5,26,0.69,5.7,1
7164-9887,2,1.0,14.5,8,0.63,4.1,16,0.69,5.2,33,0.55,5.2,43,0.53,4.6,24,0.46,2.6,14,0.29,5.8,11,0.18,3.2,0,0.0,0.0,10,0.4,2.0,0
ESPORTSTMNT01/1887241,22,0.55,2.6,7,0.14,2.0,1,0.0,2.7,41,0.56,4.9,32,0.72,5.4,9,0.33,3.2,5,0.4,4.8,22,0.64,4.7,23,0.22,3.0,4,0.5,2.2,1
ESPORTSTMNT05/1870346,1,0.0,2.0,1,0.0,4.0,23,0.39,3.0,3,0.33,4.4,11,0.45,2.7,8,0.75,5.6,0,0.0,0.0,4,1.0,12.6,7,0.86,6.3,5,0.6,3.4,1
7341-9888,32,0.59,4.6,36,0.75,4.8,50,0.64,6.1,11,0.64,4.1,25,0.68,4.5,9,0.56,4.9,14,0.93,8.5,64,0.61,3.8,16,0.69,6.0,10,0.7,2.9,1
7164-9889,1,0.0,1.3,23,0.48,5.5,11,0.18,3.2,0,0.0,0.0,31,0.19,1.9,17,0.65,5.1,7,0.86,6.1,14,0.57,4.5,33,0.55,5.2,18,0.5,2.6,1
ESPORTSTMNT05/1870348,3,0.0,1.2,8,0.5,3.4,6,0.67,4.8,16,0.63,6.1,11,0.55,2.5,4,1.0,14.8,5,0.6,3.1,4,0.5,2.3,7,0.57,3.3,10,0.5,3.2,1
ESPORTSTMNT05/1870353,3,0.67,2.9,10,0.4,2.1,23,0.61,3.3,10,0.6,3.2,17,0.82,7.2,3,0.33,1.8,8,0.5,2.9,1,0.0,3.0,9,0.22,2.6,1,0.0,0.7,0
7341-9890,20,0.5,4.0,11,0.82,10.1,35,0.51,6.3,19,0.42,3.3,61,0.75,5.1,4,0.75,5.4,7,0.43,2.7,36,0.75,6.2,21,0.67,4.7,25,0.68,4.5,1
ESPORTSTMNT02/1721623,8,0.38,3.5,13,0.54,3.7,3,0.67,4.6,6,0.5,3.4,23,0.52,2.8,2,0.0,0.3,3,0.33,1.5,29,0.59,6.2,13,0.69,6.2,13,0.23,1.8,0
