game,bluetop,bluetopgp,bluetopwr,bluetopkda,bluejungle,bluejunglegp,bluejunglewr,bluejunglekda,bluemid,bluemidgp,bluemidwr,bluemidkda,blueadc,blueadcgp,blueadcwr,blueadckda,bluesupport,bluesupportgp,bluesupportwr,bluesupportkda,redtop,redtopgp,redtopwr,redtopkda,redjungle,redjunglegp,redjunglewr,redjunglekda,redmid,redmidgp,redmidwr,redmidkda,redadc,redadcgp,redadcwr,redadckda,redsupport,redsupportgp,redsupportwr,redsupportkda,result
NA1/3750800457,Ornn,3,0%,1.1,Graves,4,50%,1.8,Viktor,6,50%,1.9,Aphelios,16,44%,2.0,Sett,3,33%,1.7,Gnar,5,60%,3.7,Lillia,15,53%,4.2,Ryze,27,44%,3.5,Kai'Sa,17,53%,6.7,Maokai,11,64%,3.6,1
NA1/3751009777,Jax,10,40%,1.4,Hecarim,3,33%,1.6,Vel'Koz,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Kai'Sa,7,43%,3.3,Alistar,6,50%,4.2,Darius,2,0%,1.1,Kindred,2,50%,2.3,Ekko,1,0%,1.3,Aphelios,9,44%,2.6,Taric,6,33%,2.5,0
NA1/3749409263,Renekton,1,100%,3.0,Nidalee,7,71%,4.3,Zed,3,67%,1.6,Kai'Sa,5,80%,3.3,Alistar,16,56%,2.9,Yone,1,0%,0.8,Hecarim,2,50%,4.8,Lulu,1,0%,2.0,Aphelios,5,40%,3.6,Thresh,6,50%,4.5,0
NA1/3751009904,Ornn,4,50%,2.4,Olaf,2,50%,3.0,Sylas,1,100%,3.0,Xayah,1,0%,3.0,Rakan,17,65%,5.8,Soraka,1,0%,0.6,Kha'Zix,2,50%,8.0,Viktor,2,0%,0.7,Kai'Sa,7,14%,0.9,Alistar,4,25%,0.7,0
NA1/3749329366,Shen,6,33%,2.6,Kindred,5,60%,3.9,Karma,6,50%,3.4,Miss Fortune,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Nautilus,4,50%,4.1,Gragas,3,33%,2.3,Lee Sin,5,0%,0.9,Lucian,2,0%,1.4,Tristana,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Maokai,2,50%,2.4,0
NA1/3750800826,Aatrox,8,63%,3.0,Nunu & Willump,9,67%,5.6,Viktor,13,46%,2.5,Kai'Sa,21,67%,5.5,Morgana,9,89%,3.4,Irelia,3,0%,1.3,Graves,17,53%,4.0,LeBlanc,7,0%,2.7,Jhin,9,22%,2.8,Alistar,3,33%,1.8,0
NA1/3749439438,Aatrox,29,59%,2.7,Graves,16,69%,4.1,Orianna,48,65%,4.9,Miss Fortune,17,47%,3.4,Galio,29,69%,5.2,Maokai,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Nidalee,2,0%,0.5,Yone,13,62%,2.9,Aphelios,9,33%,2.1,Leona,16,50%,2.9,0
NA1/3749409671,Renekton,15,53%,3.0,Lillia,8,63%,4.9,Akali,10,30%,1.6,Kai'Sa,23,78%,5.3,Maokai,6,50%,1.9,Ornn,30,40%,3.1,Graves,11,36%,2.9,Lulu,1,100%,10.0,Jhin,8,75%,5.8,Alistar,16,56%,3.8,1
NA1/3751000244,Shen,3,33%,2.8,Kha'Zix,2,100%,5.1,Syndra,3,33%,2.8,Kai'Sa,4,75%,8.3,Karma,3,33%,2.9,Cho'Gath,1,0%,1.0,Olaf,3,33%,2.5,Orianna,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Ezreal,13,54%,3.4,Alistar,6,50%,4.2,0
NA1/3751170139,Vayne,8,75%,3.0,Nidalee,22,68%,8.8,Azir,15,67%,2.5,Jhin,13,62%,7.6,Maokai,6,50%,1.9,Malphite,9,78%,6.9,Rengar,5,60%,2.5,Viktor,15,67%,4.9,Kai'Sa,20,60%,3.6,Alistar,16,56%,3.8,1
7001-9314,Gnar,14,57%,3.2,Pantheon,2,0%,1.4,Syndra,7,43%,2.9,Xayah,4,25%,2.6,Leona,11,18%,1.3,Irelia,7,71%,5.8,Lillia,16,63%,3.9,Yone,3,67%,2.2,Kai'Sa,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Alistar,13,69%,3.8,1
7001-9315,Camille,16,63%,3.2,Taliyah,6,83%,4.7,Galio,1,100%,15.0,Jhin,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Alistar,13,69%,3.8,Jax,6,50%,1.9,Nidalee,1,0%,1.5,Sylas,6,67%,5.6,Xayah,4,25%,2.6,Thresh,10,40%,2.3,0
ESPORTSTMNT01/1683103,Gnar,17,35%,2.3,Taliyah,2,100%,4.0,Orianna,8,50%,8.5,Samira,2,50%,2.0,Leona,19,47%,1.8,Camille,28,50%,2.5,Nidalee,5,20%,2.3,Viktor,26,62%,4.7,Kai'Sa,24,25%,3.2,Shen,34,62%,4.6,0
7003-9316,Gnar,3,0%,1.0,Kindred,1,0%,0.6,Syndra,3,0%,1.3,Kai'Sa,22,55%,3.6,Nautilus,2,0%,1.1,Irelia,1,100%,13.0,Olaf,4,50%,3.2,Galio,6,83%,4.5,Aphelios,4,25%,2.2,Thresh,10,20%,1.8,1
7002-9317,Camille,16,44%,2.8,Nidalee,4,100%,9.2,Orianna,21,52%,4.1,Jhin,33,42%,6.5,Leona,8,50%,3.3,Gnar,12,58%,3.5,Graves,3,33%,3.7,Syndra,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Samira,8,63%,5.6,Alistar,13,69%,4.8,0
ESPORTSTMNT01/1683114,Gnar,29,41%,2.2,Lillia,8,38%,4.5,Zoe,44,48%,3.9,Samira,10,70%,3.7,Rell,7,43%,2.2,Akali,4,100%,17.5,Graves,8,38%,4.8,Orianna,18,50%,6.4,Kai'Sa,3,67%,10.0,Nautilus,42,60%,3.1,1
7003-9319,Camille,1,100%,12.0,Nidalee,5,20%,3.4,Galio,3,100%,5.1,Jhin,2,50%,3.2,Rell,12,33%,2.0,Aatrox,12,25%,3.3,Taliyah,2,0%,1.6,Syndra,6,33%,2.9,Samira,1,0%,3.0,Alistar,35,43%,2.9,0
6931-9318,Gnar,35,77%,2.8,Pantheon,2,100%,8.3,Twisted Fate,18,72%,4.1,Miss Fortune,14,71%,6.2,Nautilus,26,62%,2.3,Camille,19,79%,3.8,Graves,24,38%,2.8,Galio,18,72%,4.5,Xayah,34,50%,4.3,Alistar,23,30%,2.1,0
ESPORTSTMNT01/1683124,Gnar,14,43%,2.6,Olaf,25,72%,3.9,Galio,1,0%,2.0,Kai'Sa,20,30%,3.0,Rakan,7,43%,3.4,Jayce,10,60%,3.9,Nidalee,48,69%,5.2,Syndra,12,58%,2.1,Samira,12,33%,3.2,Rell,14,43%,2.6,1
7002-9321,Gangplank,5,40%,3.4,Lillia,8,50%,5.7,Renekton,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Miss Fortune,2,0%,2.7,Rell,8,50%,2.0,Gnar,18,67%,3.9,Taliyah,4,75%,2.7,Jayce,14,57%,4.5,Jhin,33,42%,6.5,Leona,8,50%,3.3,1
7003-9322,Kennen,3,67%,2.1,Graves,7,57%,4.0,Syndra,3,0%,1.3,Xayah,17,35%,2.7,Rell,12,33%,2.0,Camille,2,100%,4.9,Olaf,4,50%,3.2,Galio,6,83%,4.5,Jhin,6,33%,6.0,Alistar,35,43%,2.9,1
6931-9320,Gnar,35,77%,2.8,Pantheon,2,100%,8.3,Zoe,36,64%,5.3,Xayah,6,50%,3.8,Rakan,44,84%,5.2,Ornn,25,64%,4.6,Hecarim,4,0%,1.4,Orianna,14,36%,3.7,Kai'Sa,23,30%,3.1,Galio,18,44%,3.0,0
7004-9324,Camille,6,50%,3.0,Pantheon,4,25%,2.3,Orianna,11,27%,2.8,Jhin,5,40%,2.5,Leona,8,25%,1.4,Ornn,10,50%,3.0,Olaf,12,50%,3.1,Syndra,17,47%,2.9,Aphelios,21,62%,2.9,Thresh,36,56%,3.6,0
6932-9323,Jayce,14,57%,2.6,Pantheon,1,100%,5.0,Zoe,34,53%,7.0,Xayah,43,63%,4.6,Leona,5,80%,5.2,Gnar,13,85%,6.7,Olaf,27,56%,4.4,Syndra,29,66%,4.9,Miss Fortune,26,46%,4.6,Alistar,10,60%,3.4,0
ESPORTSTMNT01/1683151,Gnar,6,17%,0.9,Nidalee,48,69%,5.2,Syndra,12,58%,2.1,Samira,10,20%,3.0,Rell,14,43%,2.6,Irelia,2,100%,8.0,Udyr,6,83%,6.4,Orianna,14,43%,3.1,Kai'Sa,20,30%,3.0,Rakan,7,43%,3.4,1
7005-9325,Quinn,1,100%,7.0,Pantheon,6,67%,2.8,Syndra,7,29%,2.1,Kai'Sa,24,58%,4.3,Galio,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Renekton,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Taliyah,8,50%,2.8,Zoe,40,53%,4.7,Miss Fortune,4,50%,3.9,Sett,10,60%,2.4,0
6932-9326,Wukong,2,50%,2.0,Olaf,1,100%,6.0,Zoe,34,53%,7.0,Xayah,43,63%,4.6,Rakan,19,79%,5.6,Gnar,13,85%,6.7,Pantheon,3,33%,1.4,Syndra,29,66%,4.9,Miss Fortune,26,46%,4.6,Nautilus,5,60%,2.5,0
7004-9327,Ornn,10,50%,3.0,Hecarim,5,60%,6.7,Zoe,28,57%,4.4,Kai'Sa,7,86%,3.6,Alistar,23,65%,3.1,Sylas,8,38%,2.4,Pantheon,4,25%,2.3,Orianna,11,27%,2.8,Aphelios,6,17%,2.0,Thresh,10,40%,3.5,0
7005-9328,Kalista,1,0%,0.2,Karthus,10,60%,2.9,Renekton,5,40%,2.4,Kai'Sa,24,58%,4.3,Sett,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Gnar,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Pantheon,4,100%,6.7,Viktor,11,64%,4.7,Xayah,20,40%,3.7,Rakan,10,30%,2.5,1
ESPORTSTMNT01/1683165,Sylas,9,56%,2.2,Olaf,25,72%,3.9,Syndra,15,47%,2.7,Samira,7,29%,2.3,Rell,7,57%,2.5,Gnar,6,17%,0.9,Nidalee,48,69%,5.2,Orianna,13,46%,3.6,Kai'Sa,20,30%,3.4,Rakan,13,46%,2.6,0
7005-9330,Gragas,1,100%,11.0,Kayn,4,100%,3.5,Pantheon,1,100%,12.0,Samira,8,50%,5.8,Alistar,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Gnar,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Hecarim,7,71%,4.4,Zoe,40,53%,4.7,Kai'Sa,35,40%,3.7,Galio,8,50%,3.0,0
7004-9329,Gnar,9,33%,3.5,Olaf,7,71%,6.6,Orianna,11,27%,2.8,Jhin,5,40%,2.5,Leona,8,25%,1.4,Aatrox,4,25%,1.1,Kayn,1,0%,0.3,Zoe,28,57%,4.4,Tristana,2,0%,1.5,Alistar,23,65%,3.1,0
ESPORTSTMNT01/1692969,Camille,7,71%,3.2,Lillia,6,67%,6.0,Yone,5,100%,9.6,Miss Fortune,6,67%,12.0,Galio,6,100%,3.9,Mordekaiser,5,20%,1.6,Olaf,6,33%,2.9,Viktor,14,43%,3.4,Xayah,7,57%,5.4,Alistar,19,47%,3.5,0
ESPORTSTMNT01/1692978,Renekton,2,0%,0.8,Lillia,3,0%,1.3,Syndra,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Xayah,4,25%,1.8,Galio,1,0%,0.8,Gnar,1,100%,6.0,Olaf,15,67%,6.3,Orianna,4,25%,1.6,Kai'Sa,9,33%,3.2,Leona,3,33%,1.8,1
ESPORTSTMNT01/1692981,Gnar,27,37%,1.7,Pantheon,3,67%,2.8,Zoe,11,64%,5.2,Samira,6,50%,4.7,Gragas,8,50%,3.3,Aatrox,17,41%,2.5,Graves,3,33%,3.7,Orianna,15,80%,8.2,Kai'Sa,14,79%,5.8,Galio,5,80%,5.1,0
ESPORTSTMNT05/1780302,Aatrox,3,67%,6.0,Nidalee,9,33%,1.9,Akali,4,75%,9.8,Aphelios,6,67%,4.4,Alistar,11,27%,1.8,Wukong,2,50%,3.3,Lillia,3,0%,0.8,Orianna,13,46%,4.8,Jhin,16,63%,6.1,Galio,8,88%,5.3,0
ESPORTSTMNT01/1683235,Renekton,9,67%,4.1,Nidalee,5,80%,6.9,Orianna,36,50%,5.1,Jhin,8,50%,6.3,Maokai,2,50%,1.7,Ornn,7,0%,1.2,Taliyah,1,0%,2.5,Sett,1,0%,3.0,Xayah,7,29%,2.5,Galio,5,60%,4.1,0
ESPORTSTMNT04/1480449,Gragas,5,60%,2.9,Lillia,9,56%,4.9,Lucian,4,75%,6.0,Miss Fortune,1,100%,9.0,Rakan,2,100%,23.0,Gnar,20,50%,1.9,Nidalee,3,33%,1.9,Syndra,4,0%,1.6,Kai'Sa,4,25%,2.9,Leona,21,81%,8.2,0
ESPORTSTMNT01/1692996,Renekton,18,61%,3.4,Nidalee,2,100%,21.0,Irelia,26,73%,3.0,Karthus,14,86%,5.2,Nautilus,26,58%,2.5,Ornn,13,54%,3.6,Graves,2,50%,5.5,Cassiopeia,3,33%,8.0,Samira,1,0%,0.4,Gragas,4,50%,3.1,0
ESPORTSTMNT02/1640799,Sion,6,17%,3.1,Lillia,7,43%,2.6,Orianna,9,33%,3.6,Miss Fortune,6,33%,5.3,Leona,7,43%,1.9,Aatrox,2,100%,4.2,Nidalee,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,LeBlanc,16,56%,4.0,Ashe,7,29%,5.0,Alistar,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,1
ESPORTSTMNT01/1693003,Gragas,2,0%,1.3,Olaf,6,50%,3.6,Orianna,9,33%,3.4,Jhin,4,50%,44.0,Bard,4,25%,1.9,Cho'Gath,9,44%,2.6,Graves,2,50%,2.0,Azir,6,17%,1.9,Kai'Sa,5,40%,2.9,Seraphine,2,100%,7.7,1
ESPORTSTMNT01/1693034,Ornn,4,25%,1.6,Trundle,2,50%,4.2,Orianna,12,33%,2.7,Kai'Sa,8,50%,4.4,Leona,10,40%,2.2,Urgot,13,54%,3.6,Olaf,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Akali,1,100%,12.0,Seraphine,2,100%,27.0,Galio,2,50%,3.0,1
ESPORTSTMNT05/1780309,Malphite,7,86%,4.6,Nidalee,11,73%,8.2,Jayce,8,75%,3.9,Miss Fortune,4,75%,8.5,Leona,14,86%,3.7,Camille,10,70%,3.5,Graves,34,38%,2.7,Sylas,2,50%,6.0,Kai'Sa,13,69%,5.2,Alistar,23,52%,2.9,0
ESPORTSTMNT01/1693052,Gnar,12,50%,2.4,Hecarim,4,75%,6.3,Vel'Koz,10,60%,5.2,Seraphine,3,100%,13.7,Nautilus,7,71%,6.8,Aatrox,12,50%,2.6,Lillia,12,42%,2.9,Viktor,4,25%,2.4,Jhin,7,43%,5.8,Leona,4,50%,2.2,0
ESPORTSTMNT02/1650866,Gnar,30,80%,5.7,Lillia,8,63%,3.0,Azir,20,55%,4.3,Samira,3,67%,3.5,Maokai,2,50%,2.1,Renekton,15,33%,1.7,Nidalee,1,0%,0.3,Jayce,1,0%,1.0,Draven,20,60%,4.2,Sett,2,50%,1.7,0
ESPORTSTMNT04/1480456,Sion,3,0%,1.5,Ekko,1,0%,4.5,Viktor,3,0%,3.1,Kai'Sa,3,33%,2.9,Alistar,2,50%,5.4,Ornn,1,100%,2.3,Olaf,5,60%,4.1,Orianna,3,33%,6.1,Jhin,2,50%,4.0,Galio,1,100%,4.5,1
ESPORTSTMNT01/1693060,Camille,4,75%,3.5,Taliyah,2,100%,8.3,Galio,9,44%,2.5,Aphelios,12,42%,3.9,Thresh,7,71%,10.0,Malphite,4,50%,3.8,Graves,4,50%,3.4,Viktor,3,33%,3.3,Kai'Sa,6,33%,4.2,Nautilus,6,17%,1.8,0
ESPORTSTMNT05/1780315,Aatrox,5,40%,4.8,Graves,8,38%,2.9,Zoe,11,36%,3.3,Xayah,15,73%,6.2,Gragas,1,0%,2.0,Camille,14,57%,2.8,Kindred,8,75%,5.1,Orianna,20,75%,6.3,Kai'Sa,30,63%,3.7,Leona,10,40%,2.1,1
ESPORTSTMNT02/1640816,Gangplank,30,63%,3.7,Taliyah,2,50%,8.0,Viktor,5,60%,4.2,Samira,2,50%,4.0,Leona,2,50%,2.6,Camille,7,57%,4.0,Lillia,2,100%,4.1,Lucian,4,25%,3.9,Kai'Sa,12,67%,7.1,Galio,5,40%,2.2,1
ESPORTSTMNT04/1480459,Camille,7,43%,2.1,Taliyah,2,0%,0.9,Syndra,1,0%,0.8,Jhin,14,57%,4.1,Alistar,7,29%,2.2,Mordekaiser,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Graves,9,56%,4.4,Seraphine,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Kai'Sa,5,40%,4.3,Leona,4,50%,2.7,1
ESPORTSTMNT01/1693124,Cho'Gath,24,75%,3.2,Graves,2,50%,4.5,Galio,6,83%,5.3,Tristana,13,62%,5.8,Leona,9,44%,2.1,Gnar,7,71%,4.5,Hecarim,4,100%,6.3,Viktor,12,33%,3.3,Kai'Sa,28,61%,3.7,Alistar,14,57%,3.0,1
ESPORTSTMNT03/1683224,Gnar,7,71%,3.4,Taliyah,2,50%,4.8,Orianna,22,73%,6.0,Jhin,32,31%,3.7,Leona,12,67%,3.1,Gangplank,43,70%,5.2,Graves,21,48%,2.7,Ryze,12,50%,3.5,Kai'Sa,36,58%,5.0,Galio,2,0%,0.9,0
ESPORTSTMNT02/1640819,Ornn,12,75%,4.3,Olaf,7,29%,2.5,Akali,1,100%,11.0,Jhin,4,25%,5.9,Thresh,14,71%,4.0,Jax,1,0%,0.7,Karthus,4,75%,2.6,Seraphine,2,50%,5.3,Aphelios,5,20%,1.3,Alistar,1,0%,0.8,0
ESPORTSTMNT01/1693182,Aatrox,10,40%,1.6,Hecarim,7,57%,3.5,Orianna,12,58%,3.8,Kai'Sa,7,29%,2.9,Leona,5,40%,2.8,Riven,6,67%,4.3,Lillia,2,50%,2.9,Azir,29,45%,2.9,Draven,5,60%,2.5,Thresh,18,44%,2.8,1
ESPORTSTMNT01/1693191,Aatrox,3,67%,1.6,Hecarim,5,20%,1.4,Viktor,3,67%,5.0,Kai'Sa,3,33%,3.3,Galio,4,25%,2.0,Gnar,14,57%,3.0,Pantheon,1,100%,7.0,Orianna,9,56%,4.1,Aphelios,5,80%,6.3,Thresh,4,50%,3.9,1
ESPORTSTMNT01/1683350,Ornn,28,82%,5.7,Olaf,5,40%,2.4,Syndra,2,50%,1.7,Miss Fortune,7,86%,20.3,Maokai,2,50%,3.4,Kayle,7,71%,4.8,Pantheon,1,0%,0.5,Orianna,15,47%,5.6,Jhin,9,56%,5.6,Leona,16,56%,3.2,0
ESPORTSTMNT01/1693202,Gnar,27,56%,2.9,Graves,9,11%,1.6,Syndra,4,25%,1.4,Samira,2,50%,3.0,Taric,14,29%,2.8,Gragas,2,100%,3.0,Hecarim,4,25%,3.2,Fizz,2,100%,6.2,Kai'Sa,14,50%,4.4,Rakan,27,59%,6.4,1
ESPORTSTMNT03/1683262,Ornn,8,38%,3.4,Olaf,4,50%,2.6,Syndra,15,60%,3.2,Kai'Sa,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Rell,5,60%,2.7,Aatrox,2,0%,2.0,Kha'Zix,2,0%,1.5,Viktor,3,67%,3.8,Samira,1,0%,1.5,Galio,6,50%,3.5,0
ESPORTSTMNT03/1673083,Camille,4,100%,3.2,Hecarim,12,83%,4.6,Twisted Fate,4,50%,2.3,Kai'Sa,15,87%,9.2,Nautilus,25,60%,2.6,Shen,18,33%,5.7,Nidalee,19,32%,3.0,Sylas,14,50%,2.7,Samira,2,0%,2.0,Rell,7,29%,1.6,0
ESPORTSTMNT01/1693219,Gragas,3,0%,1.3,Graves,2,0%,2.0,Corki,1,0%,1.0,Samira,1,0%,1.0,Rakan,4,0%,2.4,Aatrox,7,86%,2.3,Hecarim,5,60%,5.1,Zoe,24,42%,4.6,Kai'Sa,11,36%,2.9,Nautilus,17,35%,1.8,1
ESPORTSTMNT03/1683286,Renekton,1,0%,1.7,Graves,3,33%,2.4,Syndra,3,67%,6.5,Aphelios,2,0%,1.7,Maokai,1,0%,1.0,Ornn,12,33%,2.6,Lee Sin,13,46%,2.5,Ekko,2,100%,5.8,Kai'Sa,4,75%,5.0,Sett,3,67%,3.4,1
ESPORTSTMNT03/1683308,Gangplank,26,58%,3.3,Lillia,7,57%,4.2,Lucian,2,50%,6.7,Kai'Sa,36,58%,6.3,Alistar,4,75%,3.4,Camille,13,62%,3.2,Graves,14,93%,4.1,Zoe,18,89%,6.3,Seraphine,2,100%,15.0,Janna,1,100%,9.0,1
ESPORTSTMNT03/1683317,Akali,1,0%,3.0,Olaf,3,0%,1.7,Anivia,2,0%,1.1,Samira,1,0%,0.0,Thresh,3,67%,4.7,Riven,1,100%,7.0,Graves,4,75%,10.0,Seraphine,2,100%,8.3,Kai'Sa,6,83%,9.4,Alistar,2,50%,3.5,1
ESPORTSTMNT03/1683328,Camille,4,0%,1.9,Nidalee,2,0%,3.2,Orianna,1,0%,0.0,Jhin,1,0%,1.7,Leona,4,25%,1.0,Jax,1,100%,4.0,Olaf,4,75%,2.6,Galio,1,100%,4.3,Xayah,3,67%,5.6,Rakan,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,1
ESPORTSTMNT03/1673134,Shen,16,31%,2.1,Taliyah,5,60%,2.3,Zoe,7,57%,4.8,Kai'Sa,16,44%,3.8,Leona,10,30%,1.8,Camille,1,100%,2.3,Nidalee,4,50%,3.6,Galio,7,86%,10.3,Jhin,10,40%,3.6,Alistar,11,82%,4.7,1
ESPORTSTMNT03/1683347,Renekton,18,78%,3.4,Nidalee,18,67%,5.5,Sett,6,50%,3.7,Miss Fortune,2,0%,1.4,Leona,10,70%,3.1,Gnar,16,63%,2.2,Lee Sin,2,50%,7.0,Twisted Fate,9,44%,3.2,Aphelios,8,75%,5.4,Thresh,27,74%,4.1,1
7006-9331,Camille,14,57%,2.4,Graves,5,60%,4.4,Syndra,11,64%,4.0,Vayne,15,53%,5.4,Alistar,20,70%,3.1,Jax,9,22%,2.0,Pantheon,1,0%,2.4,Galio,15,73%,6.9,Samira,6,83%,10.3,Rakan,17,82%,8.4,0
ESPORTSTMNT01/1693483,Gragas,6,50%,2.9,Pantheon,4,50%,2.7,Zoe,25,52%,5.6,Aphelios,6,67%,5.2,Thresh,24,58%,3.9,Camille,34,68%,2.8,Nidalee,30,60%,4.9,Syndra,30,50%,3.5,Kai'Sa,40,50%,4.3,Rell,6,50%,1.8,0
7006-9332,Aatrox,20,45%,3.1,Graves,26,23%,2.2,Orianna,21,62%,4.5,Kai'Sa,17,71%,6.2,Gragas,2,50%,2.9,Renekton,27,52%,2.3,Lillia,11,64%,7.7,Viktor,8,75%,2.7,Vayne,15,53%,5.4,Alistar,20,70%,3.1,1
7008-9333,Gragas,5,0%,1.4,Pantheon,3,0%,2.1,Zoe,28,46%,3.9,Samira,6,33%,2.8,Rell,8,38%,2.0,Renekton,32,38%,2.6,Taliyah,4,50%,2.9,Galio,10,40%,3.5,Kai'Sa,13,38%,2.6,Sett,3,67%,2.3,1
7007-9336,Camille,12,67%,3.7,Hecarim,8,63%,5.4,Syndra,11,45%,3.8,Samira,11,55%,4.6,Rell,16,81%,3.6,Fiora,6,50%,2.2,Karthus,7,86%,4.7,Akali,3,33%,3.4,Kai'Sa,22,68%,4.7,Galio,4,75%,5.5,1
ESPORTSTMNT01/1693567,Renekton,26,77%,4.2,Olaf,24,71%,4.4,Syndra,30,50%,3.5,Kalista,53,74%,5.0,Jarvan IV,5,80%,3.5,Gragas,6,50%,2.9,Pantheon,4,50%,2.7,Azir,83,71%,4.5,Jhin,4,50%,5.4,Alistar,7,71%,3.3,0
7008-9334,Sion,15,47%,2.6,Olaf,15,40%,2.7,Galio,10,40%,3.5,Miss Fortune,3,0%,1.0,Leona,5,40%,1.9,Ornn,8,13%,2.9,Taliyah,3,67%,4.8,Pantheon,19,53%,3.7,Aphelios,10,70%,3.3,Thresh,12,58%,4.7,1
6933-9335,Ornn,16,25%,2.9,Olaf,8,38%,1.7,Syndra,16,25%,2.0,Tristana,6,50%,3.1,Nautilus,18,50%,2.2,Gangplank,13,62%,4.2,Nidalee,3,67%,7.0,Zoe,7,71%,9.5,Kai'Sa,32,59%,4.5,Leona,37,51%,2.9,1
ESPORTSTMNT01/1693576,Jayce,18,61%,3.7,Pantheon,4,50%,2.7,Zoe,25,52%,5.6,Aphelios,5,80%,8.6,Thresh,24,58%,3.9,Camille,34,68%,2.8,Nidalee,30,60%,4.9,Syndra,30,50%,3.5,Kalista,53,74%,5.0,Jarvan IV,4,75%,3.2,1
7007-9337,Aatrox,17,76%,4.5,Karthus,5,100%,6.3,Sett,4,75%,8.0,Kai'Sa,47,72%,4.7,Rell,16,81%,3.6,Camille,13,77%,5.9,Graves,17,59%,3.8,Viktor,2,50%,4.5,Samira,10,70%,4.9,Galio,4,75%,5.5,0
7008-9339,Ornn,8,13%,2.9,Lillia,12,33%,3.4,Akali,18,50%,3.0,Kai'Sa,8,38%,3.8,Rell,8,38%,2.0,Sion,15,47%,2.6,Olaf,15,40%,2.7,Galio,10,40%,3.5,Vayne,3,33%,1.5,Leona,5,40%,1.9,1
6933-9338,Gnar,16,56%,3.6,Olaf,4,25%,1.1,Viktor,1,0%,0.3,Vayne,2,0%,0.9,Braum,21,24%,3.0,Gangplank,13,62%,4.2,Nidalee,3,67%,7.0,Zoe,7,71%,9.5,Kai'Sa,10,80%,6.4,Karma,10,50%,4.0,1
ESPORTSTMNT01/1693596,Gnar,31,71%,5.4,Olaf,15,60%,4.1,Twisted Fate,14,86%,15.8,Aphelios,11,55%,4.0,Galio,11,55%,2.8,Gragas,9,33%,3.2,Graves,26,58%,4.2,Orianna,20,45%,4.5,Kai'Sa,23,22%,3.0,Alistar,11,45%,2.9,1
7007-9340,Camille,12,67%,3.7,Kindred,2,0%,1.4,Syndra,11,45%,3.8,Kai'Sa,47,72%,4.7,Galio,4,75%,3.8,Renekton,13,77%,3.8,Taliyah,3,100%,24.0,Zoe,3,33%,2.5,Samira,10,70%,4.9,Alistar,38,53%,3.4,1
7010-9341,Jax,10,50%,3.6,Hecarim,14,29%,5.8,Akali,11,36%,4.6,Kai'Sa,FIRST TIME PLAYING,FIRST TIME PLAYING,FIRST TIME PLAYING,Galio,5,40%,3.1,Volibear,6,67%,3.3,Pantheon,2,50%,2.5,Zoe,9,33%,3.2,Aphelios,25,68%,6.0,Thresh,25,52%,4.6,0
6934-9342,Rumble,5,60%,4.8,Taliyah,11,55%,3.1,Renekton,10,80%,7.5,Kai'Sa,33,36%,2.5,Sett,4,25%,1.8,Gnar,18,67%,4.6,Nidalee,5,80%,5.8,Orianna,27,67%,7.1,Aphelios,14,79%,7.7,Thresh,35,71%,4.8,1
7010-9343,Volibear,6,67%,3.3,Pantheon,2,50%,2.5,Zoe,9,33%,3.2,Jhin,3,67%,5.0,Seraphine,2,50%,4.0,Fiora,3,0%,0.7,Hecarim,14,29%,5.8,Syndra,7,57%,2.7,Miss Fortune,1,0%,0.6,Galio,5,40%,3.1,0
